prefix_1,prefix_2,prefix_3,prefix_4,prefix_5,prefix_6,prefix_7,prefix_8,prefix_9,prefix_10,desired_cfs,idx,test_id,dataset,black_box
Register,High Insurance Check,Contact Hospital,High Medical History,Accept Claim,Prepare Notification Content,Create Questionnaire,Send Notification by e-mail,Send Notification by Post,0,15.0,14,10,synthetic_data,randomForestClassifier
Register,High Insurance Check,Contact Hospital,High Medical History,Accept Claim,Prepare Notification Content,Create Questionnaire,Send Notification by Phone,Send Notification by Post,0,15.0,14,11,synthetic_data,randomForestClassifier
Register,High Insurance Check,Contact Hospital,High Medical History,Accept Claim,Prepare Notification Content,Create Questionnaire,Send Notification by Post,Send Notification by e-mail,0,15.0,14,12,synthetic_data,randomForestClassifier
Register,High Insurance Check,Contact Hospital,High Medical History,Accept Claim,Create Questionnaire,Prepare Notification Content,Send Notification by e-mail,Send Notification by Post,0,15.0,14,13,synthetic_data,randomForestClassifier
Register,High Insurance Check,Contact Hospital,High Medical History,Accept Claim,Prepare Notification Content,Create Questionnaire,Send Notification by Phone,Send Notification by Post,Send Notification by e-mail,15.0,14,14,synthetic_data,randomForestClassifier
Register,High Insurance Check,Contact Hospital,High Medical History,Accept Claim,Prepare Notification Content,Create Questionnaire,Send Notification by e-mail,Send Notification by Post,0,20.0,14,15,synthetic_data,randomForestClassifier
Register,High Insurance Check,Contact Hospital,High Medical History,Accept Claim,Prepare Notification Content,Create Questionnaire,Send Notification by e-mail,Send Notification by Post,Send Notification by Phone,20.0,14,16,synthetic_data,randomForestClassifier
Register,High Insurance Check,High Insurance Check,High Medical History,Accept Claim,Prepare Notification Content,Create Questionnaire,Send Notification by e-mail,Send Notification by Post,0,20.0,14,17,synthetic_data,randomForestClassifier
Register,High Insurance Check,Contact Hospital,High Medical History,Accept Claim,Prepare Notification Content,Create Questionnaire,Send Notification by Phone,Send Notification by Post,0,20.0,14,18,synthetic_data,randomForestClassifier
Register,High Insurance Check,Low Insurance Check,High Medical History,0,Prepare Notification Content,Create Questionnaire,Send Notification by e-mail,Send Notification by Post,Send Notification by Post,20.0,14,19,synthetic_data,randomForestClassifier
Register,Contact Hospital,High Medical History,0,Accept Claim,Create Questionnaire,Prepare Notification Content,Accept Claim,Send Notification by Post,0,5.0,15,0,synthetic_data,randomForestClassifier
Register,Low Medical History,High Medical History,High Insurance Check,High Insurance Check,Create Questionnaire,Prepare Notification Content,Send Notification by Phone,Send Notification by Phone,0,5.0,15,1,synthetic_data,randomForestClassifier
Register,Contact Hospital,High Medical History,Accept Claim,Contact Hospital,Create Questionnaire,Prepare Notification Content,Send Notification by Phone,Send Notification by Post,Send Notification by Phone,5.0,15,2,synthetic_data,randomForestClassifier
Register,Contact Hospital,High Medical History,High Insurance Check,High Insurance Check,Create Questionnaire,Prepare Notification Content,Send Notification by Post,Send Notification by Post,Send Notification by Phone,5.0,15,3,synthetic_data,randomForestClassifier
Register,Contact Hospital,Low Medical History,Contact Hospital,High Insurance Check,Create Questionnaire,Prepare Notification Content,Send Notification by Phone,Send Notification by Post,0,5.0,15,4,synthetic_data,randomForestClassifier
Register,Contact Hospital,High Medical History,High Medical History,High Medical History,Create Questionnaire,Prepare Notification Content,Send Notification by Phone,Send Notification by Post,Send Questionnaire,10.0,15,5,synthetic_data,randomForestClassifier
Register,High Medical History,Contact Hospital,High Insurance Check,Accept Claim,Create Questionnaire,Prepare Notification Content,Send Notification by Phone,Send Notification by Post,0,10.0,15,6,synthetic_data,randomForestClassifier
Register,Contact Hospital,High Insurance Check,High Medical History,Accept Claim,Create Questionnaire,Prepare Notification Content,Send Notification by Phone,Send Notification by Post,0,10.0,15,7,synthetic_data,randomForestClassifier
Register,Contact Hospital,High Medical History,0,Accept Claim,Create Questionnaire,Prepare Notification Content,Send Notification by Phone,Send Notification by Post,Send Notification by e-mail,10.0,15,8,synthetic_data,randomForestClassifier
Register,Low Medical History,High Medical History,High Insurance Check,High Insurance Check,Create Questionnaire,Prepare Notification Content,Receive Questionnaire Response,Send Notification by Post,0,10.0,15,9,synthetic_data,randomForestClassifier
Register,High Medical History,Contact Hospital,High Insurance Check,Accept Claim,Create Questionnaire,Prepare Notification Content,Send Notification by Phone,Send Notification by Post,0,15.0,15,10,synthetic_data,randomForestClassifier
Register,Contact Hospital,High Insurance Check,High Insurance Check,Contact Hospital,Create Questionnaire,Prepare Notification Content,Send Notification by Phone,Send Notification by Post,Send Notification by Post,15.0,15,11,synthetic_data,randomForestClassifier
Register,Contact Hospital,High Insurance Check,High Insurance Check,0,Create Questionnaire,Prepare Notification Content,Send Notification by e-mail,Send Notification by Post,0,15.0,15,12,synthetic_data,randomForestClassifier
Register,Low Insurance Check,High Medical History,High Insurance Check,0,Create Questionnaire,Prepare Notification Content,Send Questionnaire,Send Notification by Post,0,15.0,15,13,synthetic_data,randomForestClassifier
Register,0,Low Insurance Check,High Insurance Check,Low Insurance Check,Create Questionnaire,Prepare Notification Content,Send Notification by Phone,Send Notification by Post,0,15.0,15,14,synthetic_data,randomForestClassifier
Register,Contact Hospital,Low Insurance Check,Low Insurance Check,High Insurance Check,Create Questionnaire,Prepare Notification Content,Send Notification by Phone,Send Notification by Post,0,20.0,15,15,synthetic_data,randomForestClassifier
Register,Contact Hospital,Low Medical History,High Insurance Check,Accept Claim,Create Questionnaire,Prepare Notification Content,Send Notification by Phone,0,0,20.0,15,16,synthetic_data,randomForestClassifier
Register,0,High Medical History,High Insurance Check,High Insurance Check,Create Questionnaire,Prepare Notification Content,Send Notification by Post,Send Notification by Post,0,20.0,15,17,synthetic_data,randomForestClassifier
Register,Contact Hospital,High Medical History,Accept Claim,High Medical History,Create Questionnaire,Prepare Notification Content,Send Questionnaire,Send Notification by Post,0,20.0,15,18,synthetic_data,randomForestClassifier
Register,Contact Hospital,Send Questionnaire,0,High Medical History,Create Questionnaire,Prepare Notification Content,Send Notification by Phone,Send Notification by Post,0,20.0,15,19,synthetic_data,randomForestClassifier
Register,Create Questionnaire,Contact Hospital,High Insurance Check,High Medical History,Accept Claim,Prepare Notification Content,Send Notification by Post,0,0,5.0,1,0,synthetic_data,randomForestClassifier
Register,Create Questionnaire,Contact Hospital,High Insurance Check,High Medical History,Accept Claim,Prepare Notification Content,Send Questionnaire,0,0,5.0,1,1,synthetic_data,randomForestClassifier
Register,Create Questionnaire,Contact Hospital,High Insurance Check,High Medical History,Accept Claim,Prepare Notification Content,Send Notification by Post,Send Notification by Phone,0,5.0,1,2,synthetic_data,randomForestClassifier
Register,Create Questionnaire,Contact Hospital,High Insurance Check,High Medical History,Accept Claim,Prepare Notification Content,Send Notification by Phone,Send Notification by Post,0,5.0,1,3,synthetic_data,randomForestClassifier
Register,Create Questionnaire,Contact Hospital,High Insurance Check,0,Send Questionnaire,Prepare Notification Content,Send Notification by Post,Receive Questionnaire Response,0,5.0,1,4,synthetic_data,randomForestClassifier
Register,Create Questionnaire,Contact Hospital,High Insurance Check,High Medical History,Accept Claim,Prepare Notification Content,Send Notification by Post,0,0,10.0,1,5,synthetic_data,randomForestClassifier
Register,Create Questionnaire,Contact Hospital,0,High Medical History,Send Notification by Phone,Prepare Notification Content,Send Notification by Post,0,0,10.0,1,6,synthetic_data,randomForestClassifier
Register,Create Questionnaire,Contact Hospital,High Insurance Check,High Medical History,Accept Claim,Prepare Notification Content,Send Notification by Post,Send Notification by Phone,0,10.0,1,7,synthetic_data,randomForestClassifier
Register,Create Questionnaire,Contact Hospital,High Insurance Check,High Medical History,Accept Claim,Prepare Notification Content,Send Notification by Post,Send Notification by e-mail,0,10.0,1,8,synthetic_data,randomForestClassifier
Register,Create Questionnaire,Contact Hospital,High Insurance Check,High Medical History,Accept Claim,Prepare Notification Content,Send Notification by Post,Send Notification by Phone,Send Notification by e-mail,10.0,1,9,synthetic_data,randomForestClassifier
Register,Create Questionnaire,Contact Hospital,High Insurance Check,High Medical History,Accept Claim,Prepare Notification Content,Send Notification by Post,0,0,15.0,1,10,synthetic_data,randomForestClassifier
Register,Create Questionnaire,Contact Hospital,High Insurance Check,High Medical History,Accept Claim,Prepare Notification Content,Send Notification by Post,Send Notification by e-mail,0,15.0,1,11,synthetic_data,randomForestClassifier
Register,Create Questionnaire,Contact Hospital,High Insurance Check,High Medical History,Accept Claim,Prepare Notification Content,Send Notification by Post,Send Notification by Phone,0,15.0,1,12,synthetic_data,randomForestClassifier
Register,High Medical History,Contact Hospital,High Insurance Check,Accept Claim,Create Questionnaire,Prepare Notification Content,Send Notification by Post,0,0,15.0,1,13,synthetic_data,randomForestClassifier
Register,Create Questionnaire,High Insurance Check,Contact Hospital,High Medical History,Accept Claim,Prepare Notification Content,Send Notification by Post,0,0,15.0,1,14,synthetic_data,randomForestClassifier
Register,Create Questionnaire,Contact Hospital,High Insurance Check,High Medical History,Accept Claim,Prepare Notification Content,Send Notification by Post,0,0,20.0,1,15,synthetic_data,randomForestClassifier
Register,Create Questionnaire,Contact Hospital,High Insurance Check,High Medical History,Accept Claim,Prepare Notification Content,Send Notification by Post,Send Notification by Phone,0,20.0,1,16,synthetic_data,randomForestClassifier
Register,Create Questionnaire,Contact Hospital,High Insurance Check,High Medical History,Accept Claim,Prepare Notification Content,Send Questionnaire,0,0,20.0,1,17,synthetic_data,randomForestClassifier
Register,Create Questionnaire,Contact Hospital,High Insurance Check,High Medical History,Accept Claim,Prepare Notification Content,Send Notification by Post,Send Notification by e-mail,0,20.0,1,18,synthetic_data,randomForestClassifier
Register,High Medical History,Contact Hospital,High Insurance Check,Accept Claim,Create Questionnaire,Prepare Notification Content,Send Notification by Post,0,0,20.0,1,19,synthetic_data,randomForestClassifier
Register,Low Insurance Check,Low Medical History,High Medical History,Create Questionnaire,Prepare Notification Content,Send Notification by e-mail,Receive Questionnaire Response,0,Send Notification by e-mail,5.0,2,0,synthetic_data,randomForestClassifier
Register,Low Insurance Check,High Insurance Check,Accept Claim,Create Questionnaire,Prepare Notification Content,Send Questionnaire,Receive Questionnaire Response,Receive Questionnaire Response,0,5.0,2,1,synthetic_data,randomForestClassifier
Register,0,Low Medical History,High Insurance Check,Create Questionnaire,Prepare Notification Content,Receive Questionnaire Response,Receive Questionnaire Response,0,0,5.0,2,2,synthetic_data,randomForestClassifier
Register,Low Insurance Check,Low Medical History,Low Medical History,Create Questionnaire,Prepare Notification Content,0,Receive Questionnaire Response,0,Send Questionnaire,5.0,2,3,synthetic_data,randomForestClassifier
Register,Low Insurance Check,Low Medical History,High Insurance Check,Create Questionnaire,Prepare Notification Content,0,Receive Questionnaire Response,0,Send Notification by Phone,5.0,2,4,synthetic_data,randomForestClassifier
Register,Low Insurance Check,Low Medical History,Receive Questionnaire Response,Create Questionnaire,Prepare Notification Content,Send Questionnaire,Send Notification by e-mail,0,0,10.0,2,5,synthetic_data,randomForestClassifier
Register,0,Low Medical History,Low Medical History,Create Questionnaire,Prepare Notification Content,Send Questionnaire,Send Questionnaire,0,0,10.0,2,6,synthetic_data,randomForestClassifier
Register,Low Insurance Check,Low Medical History,High Insurance Check,Create Questionnaire,Prepare Notification Content,Reject Claim,0,0,0,10.0,2,7,synthetic_data,randomForestClassifier
Register,High Insurance Check,Low Medical History,Accept Claim,Create Questionnaire,Prepare Notification Content,Send Questionnaire,0,0,0,10.0,2,8,synthetic_data,randomForestClassifier
Register,High Insurance Check,0,Low Insurance Check,Create Questionnaire,Prepare Notification Content,Send Questionnaire,Receive Questionnaire Response,0,0,10.0,2,9,synthetic_data,randomForestClassifier
Register,Low Medical History,Low Medical History,High Medical History,Create Questionnaire,Prepare Notification Content,Send Notification by e-mail,Receive Questionnaire Response,0,0,15.0,2,10,synthetic_data,randomForestClassifier
Register,High Medical History,Send Questionnaire,Low Insurance Check,Create Questionnaire,Prepare Notification Content,Send Questionnaire,Receive Questionnaire Response,0,0,15.0,2,11,synthetic_data,randomForestClassifier
Register,High Medical History,Send Questionnaire,Contact Hospital,Create Questionnaire,Prepare Notification Content,Send Questionnaire,Receive Questionnaire Response,0,0,15.0,2,12,synthetic_data,randomForestClassifier
Register,Low Insurance Check,Create Questionnaire,Low Medical History,Accept Claim,Prepare Notification Content,Send Questionnaire,Receive Questionnaire Response,0,0,15.0,2,13,synthetic_data,randomForestClassifier
Register,Low Insurance Check,Low Medical History,Contact Hospital,Create Questionnaire,Prepare Notification Content,Send Questionnaire,Send Questionnaire,Send Notification by Post,0,15.0,2,14,synthetic_data,randomForestClassifier
Register,Low Insurance Check,Low Medical History,Low Medical History,Create Questionnaire,Prepare Notification Content,Send Questionnaire,Send Notification by Phone,0,0,20.0,2,15,synthetic_data,randomForestClassifier
Register,Low Insurance Check,High Medical History,High Medical History,Create Questionnaire,Prepare Notification Content,Send Questionnaire,Receive Questionnaire Response,0,0,20.0,2,16,synthetic_data,randomForestClassifier
Register,High Medical History,Low Medical History,High Medical History,Create Questionnaire,Prepare Notification Content,Send Questionnaire,Send Notification by Post,0,0,20.0,2,17,synthetic_data,randomForestClassifier
Register,Low Insurance Check,High Medical History,Accept Claim,Create Questionnaire,Prepare Notification Content,Send Questionnaire,0,0,0,20.0,2,18,synthetic_data,randomForestClassifier
Register,Low Insurance Check,High Insurance Check,Receive Questionnaire Response,Create Questionnaire,Prepare Notification Content,Send Questionnaire,Send Notification by Post,0,0,20.0,2,19,synthetic_data,randomForestClassifier
Register,Create Questionnaire,Contact Hospital,High Medical History,High Insurance Check,Accept Claim,Prepare Notification Content,Send Notification by Post,Send Notification by e-mail,0,5.0,3,0,synthetic_data,randomForestClassifier
Register,Create Questionnaire,Contact Hospital,High Medical History,High Insurance Check,Accept Claim,Prepare Notification Content,Send Notification by Post,Send Questionnaire,0,5.0,3,1,synthetic_data,randomForestClassifier
Register,Create Questionnaire,Contact Hospital,High Medical History,High Insurance Check,Accept Claim,Prepare Notification Content,Send Notification by Post,0,0,5.0,3,2,synthetic_data,randomForestClassifier
Register,Create Questionnaire,High Insurance Check,High Medical History,0,Reject Claim,Prepare Notification Content,Send Notification by Post,Send Notification by e-mail,Send Questionnaire,5.0,3,3,synthetic_data,randomForestClassifier
Register,Create Questionnaire,Contact Hospital,Reject Claim,Low Medical History,Accept Claim,Prepare Notification Content,Send Notification by Post,Send Notification by e-mail,0,5.0,3,4,synthetic_data,randomForestClassifier
Register,Create Questionnaire,Contact Hospital,High Medical History,High Insurance Check,Accept Claim,Prepare Notification Content,Send Notification by Post,Send Notification by e-mail,0,10.0,3,5,synthetic_data,randomForestClassifier
Register,Create Questionnaire,Contact Hospital,High Medical History,High Insurance Check,Accept Claim,Prepare Notification Content,Send Notification by Post,Send Questionnaire,0,10.0,3,6,synthetic_data,randomForestClassifier
Register,Create Questionnaire,Contact Hospital,High Medical History,High Insurance Check,Accept Claim,Prepare Notification Content,Send Notification by Post,Send Notification by Phone,0,10.0,3,7,synthetic_data,randomForestClassifier
Register,Create Questionnaire,Contact Hospital,High Medical History,High Insurance Check,Accept Claim,Prepare Notification Content,Send Notification by Post,0,0,10.0,3,8,synthetic_data,randomForestClassifier
Register,High Insurance Check,Contact Hospital,High Medical History,Accept Claim,Create Questionnaire,Prepare Notification Content,Send Notification by Post,Send Notification by e-mail,0,10.0,3,9,synthetic_data,randomForestClassifier
Register,Create Questionnaire,Contact Hospital,High Medical History,High Insurance Check,Accept Claim,Prepare Notification Content,Send Notification by Post,Send Notification by e-mail,0,15.0,3,10,synthetic_data,randomForestClassifier
Register,Create Questionnaire,Contact Hospital,High Medical History,High Insurance Check,Accept Claim,Prepare Notification Content,Send Notification by Post,0,0,15.0,3,11,synthetic_data,randomForestClassifier
Register,Create Questionnaire,Contact Hospital,High Medical History,High Insurance Check,Accept Claim,Prepare Notification Content,Send Notification by Post,Send Notification by Phone,0,15.0,3,12,synthetic_data,randomForestClassifier
Register,Create Questionnaire,Contact Hospital,High Medical History,High Insurance Check,Accept Claim,Prepare Notification Content,Send Notification by Post,Send Questionnaire,0,15.0,3,13,synthetic_data,randomForestClassifier
Register,Create Questionnaire,0,High Medical History,Accept Claim,Reject Claim,Prepare Notification Content,Send Notification by Post,Send Notification by e-mail,0,15.0,3,14,synthetic_data,randomForestClassifier
Register,Create Questionnaire,Contact Hospital,High Medical History,High Insurance Check,Accept Claim,Prepare Notification Content,Send Notification by Post,Send Notification by e-mail,0,20.0,3,15,synthetic_data,randomForestClassifier
Register,Create Questionnaire,Contact Hospital,High Medical History,High Insurance Check,Accept Claim,Prepare Notification Content,Send Notification by Post,Send Notification by e-mail,Send Notification by Phone,20.0,3,16,synthetic_data,randomForestClassifier
Register,Create Questionnaire,Contact Hospital,High Medical History,High Insurance Check,Accept Claim,Prepare Notification Content,Send Notification by Post,0,0,20.0,3,17,synthetic_data,randomForestClassifier
Register,Create Questionnaire,Contact Hospital,High Medical History,High Insurance Check,Accept Claim,Prepare Notification Content,Send Notification by Post,Send Notification by Phone,0,20.0,3,18,synthetic_data,randomForestClassifier
Register,Create Questionnaire,Contact Hospital,High Medical History,High Insurance Check,Accept Claim,Prepare Notification Content,Send Notification by Post,Send Questionnaire,0,20.0,3,19,synthetic_data,randomForestClassifier
Register,High Medical History,High Insurance Check,Receive Questionnaire Response,High Insurance Check,Prepare Notification Content,0,Send Notification by e-mail,Create Questionnaire,Send Notification by Phone,5.0,4,0,synthetic_data,randomForestClassifier
Register,High Medical History,High Insurance Check,Send Questionnaire,0,Prepare Notification Content,Contact Hospital,Send Notification by e-mail,Create Questionnaire,Send Questionnaire,5.0,4,1,synthetic_data,randomForestClassifier
Register,High Medical History,0,Contact Hospital,Accept Claim,Prepare Notification Content,Send Notification by Post,Send Notification by Phone,Create Questionnaire,Send Notification by Post,5.0,4,2,synthetic_data,randomForestClassifier
Register,High Medical History,Send Questionnaire,Low Insurance Check,Contact Hospital,Prepare Notification Content,Send Questionnaire,Send Notification by e-mail,Create Questionnaire,Send Notification by Phone,5.0,4,3,synthetic_data,randomForestClassifier
Register,High Medical History,High Insurance Check,Accept Claim,0,Prepare Notification Content,0,Send Notification by e-mail,Create Questionnaire,Send Notification by Post,5.0,4,4,synthetic_data,randomForestClassifier
Register,High Medical History,Low Insurance Check,Contact Hospital,High Medical History,Prepare Notification Content,Send Notification by Post,Send Notification by e-mail,Create Questionnaire,Send Questionnaire,10.0,4,5,synthetic_data,randomForestClassifier
Register,High Medical History,Low Insurance Check,Contact Hospital,0,Prepare Notification Content,Send Notification by Post,Send Notification by Post,Create Questionnaire,Send Notification by Phone,10.0,4,6,synthetic_data,randomForestClassifier
Register,High Medical History,High Insurance Check,High Insurance Check,0,Prepare Notification Content,Send Notification by Post,Send Notification by e-mail,Create Questionnaire,Receive Questionnaire Response,10.0,4,7,synthetic_data,randomForestClassifier
Register,High Medical History,High Insurance Check,Contact Hospital,Accept Claim,Prepare Notification Content,Receive Questionnaire Response,0,Create Questionnaire,Send Notification by Phone,10.0,4,8,synthetic_data,randomForestClassifier
Register,High Medical History,High Insurance Check,Accept Claim,Contact Hospital,Prepare Notification Content,Send Notification by Phone,Send Notification by e-mail,Create Questionnaire,Send Notification by Phone,10.0,4,9,synthetic_data,randomForestClassifier
Register,High Medical History,High Insurance Check,Contact Hospital,High Medical History,Prepare Notification Content,0,0,Create Questionnaire,Send Notification by Phone,15.0,4,10,synthetic_data,randomForestClassifier
Register,Contact Hospital,High Insurance Check,High Medical History,Accept Claim,Prepare Notification Content,Send Notification by Post,Send Notification by e-mail,Create Questionnaire,Send Notification by Phone,15.0,4,11,synthetic_data,randomForestClassifier
Register,High Medical History,High Insurance Check,Contact Hospital,Contact Hospital,Prepare Notification Content,Send Notification by e-mail,Send Notification by Post,Create Questionnaire,Send Questionnaire,15.0,4,12,synthetic_data,randomForestClassifier
Register,Contact Hospital,Low Insurance Check,Contact Hospital,Low Medical History,Prepare Notification Content,Send Notification by e-mail,Send Notification by e-mail,Create Questionnaire,Send Notification by Phone,15.0,4,13,synthetic_data,randomForestClassifier
Register,Low Medical History,Low Insurance Check,Send Questionnaire,0,Prepare Notification Content,Send Notification by Post,Send Notification by e-mail,Create Questionnaire,Send Notification by Phone,15.0,4,14,synthetic_data,randomForestClassifier
Register,High Medical History,Low Medical History,Contact Hospital,Accept Claim,Prepare Notification Content,Send Notification by Post,Send Notification by e-mail,Create Questionnaire,Send Notification by Post,20.0,4,15,synthetic_data,randomForestClassifier
Register,High Insurance Check,High Insurance Check,Low Medical History,Contact Hospital,Prepare Notification Content,Send Notification by Post,Send Notification by e-mail,Create Questionnaire,Send Notification by Phone,20.0,4,16,synthetic_data,randomForestClassifier
Register,High Medical History,High Insurance Check,Receive Questionnaire Response,0,Prepare Notification Content,Send Notification by Post,Send Notification by e-mail,Create Questionnaire,Send Questionnaire,20.0,4,17,synthetic_data,randomForestClassifier
Register,High Medical History,High Insurance Check,Low Insurance Check,Contact Hospital,Prepare Notification Content,Send Notification by Post,Receive Questionnaire Response,Create Questionnaire,Send Notification by Phone,20.0,4,18,synthetic_data,randomForestClassifier
Register,High Insurance Check,High Insurance Check,Contact Hospital,Accept Claim,Prepare Notification Content,Receive Questionnaire Response,Send Notification by e-mail,Create Questionnaire,Send Notification by Phone,20.0,4,19,synthetic_data,randomForestClassifier
Register,Contact Hospital,Low Insurance Check,Contact Hospital,Prepare Notification Content,Create Questionnaire,Send Notification by e-mail,Send Questionnaire,0,Send Notification by e-mail,5.0,5,0,synthetic_data,randomForestClassifier
Register,Low Medical History,Low Medical History,Accept Claim,Prepare Notification Content,Create Questionnaire,Send Notification by e-mail,Send Questionnaire,Send Questionnaire,0,5.0,5,1,synthetic_data,randomForestClassifier
Register,Low Medical History,Low Insurance Check,High Insurance Check,Prepare Notification Content,Create Questionnaire,Send Questionnaire,Send Questionnaire,Receive Questionnaire Response,0,5.0,5,2,synthetic_data,randomForestClassifier
Register,Low Medical History,Low Insurance Check,High Insurance Check,Prepare Notification Content,Create Questionnaire,Send Notification by Phone,Send Questionnaire,0,Send Notification by Phone,5.0,5,3,synthetic_data,randomForestClassifier
Register,Low Medical History,Low Insurance Check,0,Prepare Notification Content,Create Questionnaire,Contact Hospital,Send Questionnaire,Send Notification by e-mail,0,5.0,5,4,synthetic_data,randomForestClassifier
Register,Low Medical History,Low Insurance Check,High Medical History,Prepare Notification Content,Create Questionnaire,Receive Questionnaire Response,Send Questionnaire,0,0,10.0,5,5,synthetic_data,randomForestClassifier
Register,Low Medical History,Low Medical History,Contact Hospital,Prepare Notification Content,Create Questionnaire,Send Notification by e-mail,Send Questionnaire,Receive Questionnaire Response,0,10.0,5,6,synthetic_data,randomForestClassifier
Register,0,Low Insurance Check,High Insurance Check,Prepare Notification Content,Create Questionnaire,Send Notification by e-mail,Send Questionnaire,0,Send Notification by e-mail,10.0,5,7,synthetic_data,randomForestClassifier
Register,Low Medical History,Send Questionnaire,Accept Claim,Prepare Notification Content,Create Questionnaire,Send Notification by Phone,Send Questionnaire,0,0,10.0,5,8,synthetic_data,randomForestClassifier
Register,High Medical History,Low Insurance Check,Accept Claim,Prepare Notification Content,Create Questionnaire,0,Send Questionnaire,0,0,10.0,5,9,synthetic_data,randomForestClassifier
Register,Low Medical History,Low Insurance Check,High Insurance Check,Prepare Notification Content,Create Questionnaire,Send Notification by e-mail,Accept Claim,0,0,15.0,5,10,synthetic_data,randomForestClassifier
Register,Low Medical History,Low Insurance Check,High Medical History,Prepare Notification Content,Create Questionnaire,Send Notification by e-mail,Send Questionnaire,Send Notification by e-mail,0,15.0,5,11,synthetic_data,randomForestClassifier
Register,Contact Hospital,Low Insurance Check,High Medical History,Prepare Notification Content,Create Questionnaire,Send Notification by e-mail,Send Questionnaire,0,Send Questionnaire,15.0,5,12,synthetic_data,randomForestClassifier
Register,Low Medical History,Low Medical History,High Insurance Check,Prepare Notification Content,Create Questionnaire,Send Notification by e-mail,Send Questionnaire,Receive Questionnaire Response,0,15.0,5,13,synthetic_data,randomForestClassifier
Register,High Insurance Check,Low Insurance Check,Contact Hospital,Prepare Notification Content,Create Questionnaire,Send Notification by Post,Send Questionnaire,0,0,15.0,5,14,synthetic_data,randomForestClassifier
Register,Low Medical History,Low Insurance Check,High Insurance Check,Prepare Notification Content,Create Questionnaire,Send Notification by e-mail,Send Questionnaire,Send Notification by Phone,0,20.0,5,15,synthetic_data,randomForestClassifier
Register,Low Medical History,Low Insurance Check,0,Prepare Notification Content,Create Questionnaire,Send Notification by Post,Send Questionnaire,0,Send Questionnaire,20.0,5,16,synthetic_data,randomForestClassifier
Register,Low Medical History,Low Insurance Check,High Insurance Check,Prepare Notification Content,Create Questionnaire,Send Notification by Phone,Receive Questionnaire Response,0,0,20.0,5,17,synthetic_data,randomForestClassifier
Register,Low Medical History,Low Insurance Check,High Insurance Check,Prepare Notification Content,Create Questionnaire,Reject Claim,Send Notification by Post,0,0,20.0,5,18,synthetic_data,randomForestClassifier
Register,Low Medical History,Contact Hospital,0,Prepare Notification Content,Create Questionnaire,Send Notification by e-mail,0,0,0,20.0,5,19,synthetic_data,randomForestClassifier
Register,Low Insurance Check,Create Questionnaire,Low Medical History,Accept Claim,Prepare Notification Content,Send Notification by e-mail,Send Questionnaire,0,0,5.0,6,0,synthetic_data,randomForestClassifier
Register,Create Questionnaire,Low Insurance Check,Low Medical History,Low Medical History,Prepare Notification Content,Contact Hospital,Send Questionnaire,Send Notification by Phone,0,5.0,6,1,synthetic_data,randomForestClassifier
Register,Create Questionnaire,High Insurance Check,Low Medical History,High Insurance Check,Prepare Notification Content,Reject Claim,Send Questionnaire,0,Send Notification by e-mail,5.0,6,2,synthetic_data,randomForestClassifier
Register,Create Questionnaire,Low Insurance Check,Accept Claim,Accept Claim,Prepare Notification Content,Contact Hospital,Receive Questionnaire Response,0,0,5.0,6,3,synthetic_data,randomForestClassifier
Register,Create Questionnaire,Low Insurance Check,Low Medical History,High Insurance Check,Prepare Notification Content,0,0,Send Notification by Phone,0,5.0,6,4,synthetic_data,randomForestClassifier
Register,Low Insurance Check,Create Questionnaire,Low Medical History,Accept Claim,Prepare Notification Content,Send Notification by e-mail,Send Questionnaire,0,0,10.0,6,5,synthetic_data,randomForestClassifier
Register,Create Questionnaire,0,Low Medical History,0,Prepare Notification Content,Send Notification by e-mail,Send Questionnaire,Send Notification by e-mail,0,10.0,6,6,synthetic_data,randomForestClassifier
Register,Create Questionnaire,Low Insurance Check,Contact Hospital,High Insurance Check,Prepare Notification Content,Send Notification by e-mail,Accept Claim,0,0,10.0,6,7,synthetic_data,randomForestClassifier
Register,Create Questionnaire,Low Insurance Check,Low Insurance Check,Low Medical History,Prepare Notification Content,Reject Claim,Send Questionnaire,0,0,10.0,6,8,synthetic_data,randomForestClassifier
Register,Create Questionnaire,Send Questionnaire,Receive Questionnaire Response,Low Medical History,Prepare Notification Content,Send Notification by e-mail,Send Questionnaire,0,0,10.0,6,9,synthetic_data,randomForestClassifier
Register,Create Questionnaire,Low Insurance Check,Low Medical History,High Insurance Check,Prepare Notification Content,Send Notification by e-mail,Send Questionnaire,0,Send Notification by Phone,15.0,6,10,synthetic_data,randomForestClassifier
Register,Low Insurance Check,Create Questionnaire,Low Medical History,Accept Claim,Prepare Notification Content,Send Notification by e-mail,Send Questionnaire,0,0,15.0,6,11,synthetic_data,randomForestClassifier
Register,Create Questionnaire,Low Insurance Check,Low Medical History,Low Medical History,Prepare Notification Content,Receive Questionnaire Response,Send Notification by e-mail,0,0,15.0,6,12,synthetic_data,randomForestClassifier
Register,Create Questionnaire,Low Insurance Check,Low Medical History,Low Insurance Check,Prepare Notification Content,Send Notification by Phone,Send Questionnaire,0,Send Notification by Phone,15.0,6,13,synthetic_data,randomForestClassifier
Register,Create Questionnaire,Low Insurance Check,Low Medical History,High Medical History,Prepare Notification Content,Send Notification by e-mail,Send Questionnaire,Send Questionnaire,Receive Questionnaire Response,15.0,6,14,synthetic_data,randomForestClassifier
