amount,prefix_1,prefix_2,prefix_3,prefix_4,prefix_5,prefix_6,prefix_7,prefix_8,prefix_9,prefix_10,prefix_11,prefix_12,prefix_13,prefix_14,prefix_15,desired_cfs,idx,test_id,dataset,black_box
3828.5916,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,afinalized,odeclined,oselected,oselected,ocreated,10.0,11,9,synthetic_bank_accepted,randomForestClassifier
47782.34375,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,afinalized,afinalized,oselected,oselected,ocreated,15.0,11,10,synthetic_bank_accepted,randomForestClassifier
6639.217,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,wcompletepreacceptedappl,afinalized,oselected,oselected,ocreated,15.0,11,11,synthetic_bank_accepted,randomForestClassifier
3770.8537,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,afinalized,afinalized,oselected,0,ocreated,15.0,11,12,synthetic_bank_accepted,randomForestClassifier
3770.8537,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,0,afinalized,oselected,oselected,ocreated,15.0,11,13,synthetic_bank_accepted,randomForestClassifier
2035.0592000000001,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,odeclined,afinalized,afinalized,oselected,oselected,ocreated,15.0,11,14,synthetic_bank_accepted,randomForestClassifier
2323.4308,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,odeclined,afinalized,afinalized,oselected,oselected,ocreated,20.0,11,15,synthetic_bank_accepted,randomForestClassifier
2275.0154,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,afinalized,afinalized,0,oselected,ocreated,20.0,11,16,synthetic_bank_accepted,randomForestClassifier
13299.41835,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,afinalized,odeclined,oselected,oselected,ocreated,20.0,11,17,synthetic_bank_accepted,randomForestClassifier
3334.2439,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,afinalized,afinalized,adeclined,oselected,ocreated,20.0,11,18,synthetic_bank_accepted,randomForestClassifier
3334.2439,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,afinalized,0,oselected,oselected,ocreated,20.0,11,19,synthetic_bank_accepted,randomForestClassifier
4698.93195,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,afinalized,afinalized,oselected,aaccepted,ocreated,5.0,12,0,synthetic_bank_accepted,randomForestClassifier
46148.181000000004,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,afinalized,afinalized,oselected,aaccepted,ocreated,5.0,12,1,synthetic_bank_accepted,randomForestClassifier
2868.2266999999997,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,adeclined,afinalized,afinalized,oselected,oselected,ocreated,10.0,12,2,synthetic_bank_accepted,randomForestClassifier
2868.2266999999997,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,afinalized,afinalized,oselected,0,ocreated,10.0,12,3,synthetic_bank_accepted,randomForestClassifier
2868.2266999999997,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,odeclined,afinalized,afinalized,oselected,oselected,ocreated,10.0,12,4,synthetic_bank_accepted,randomForestClassifier
2868.2266999999997,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,acancelled,wcompletepreacceptedappl,aaccepted,aaccepted,afinalized,afinalized,oselected,oselected,ocreated,10.0,12,5,synthetic_bank_accepted,randomForestClassifier
2868.2266999999997,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,adeclined,aaccepted,afinalized,afinalized,oselected,oselected,ocreated,10.0,12,6,synthetic_bank_accepted,randomForestClassifier
4211.6941,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,afinalized,afinalized,oselected,oselected,adeclined,15.0,12,7,synthetic_bank_accepted,randomForestClassifier
20349.4289,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,afinalized,afinalized,oselected,oselected,acancelled,15.0,12,8,synthetic_bank_accepted,randomForestClassifier
2847.6688,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,afinalized,afinalized,oselected,0,ocreated,15.0,12,9,synthetic_bank_accepted,randomForestClassifier
5159.302849999999,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,afinalized,afinalized,oselected,0,ocreated,15.0,12,10,synthetic_bank_accepted,randomForestClassifier
5159.302849999999,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,adeclined,aaccepted,0,afinalized,oselected,oselected,ocreated,15.0,12,11,synthetic_bank_accepted,randomForestClassifier
2125.4253,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,afinalized,afinalized,oselected,oselected,adeclined,20.0,12,12,synthetic_bank_accepted,randomForestClassifier
7662.32205,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,odeclined,aaccepted,afinalized,afinalized,oselected,oselected,ocreated,20.0,12,13,synthetic_bank_accepted,randomForestClassifier
7344.0755500000005,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,afinalized,wcompletepreacceptedappl,oselected,oselected,ocreated,20.0,12,14,synthetic_bank_accepted,randomForestClassifier
6332.81035,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,afinalized,afinalized,oselected,adeclined,ocreated,20.0,12,15,synthetic_bank_accepted,randomForestClassifier
5131.8485,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,aaccepted,afinalized,wcompletepreacceptedappl,oselected,oselected,ocreated,20.0,12,16,synthetic_bank_accepted,randomForestClassifier
56813.28875,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,wfixincompletesubmission,acancelled,0,0,adeclined,acancelled,aaccepted,aaccepted,acancelled,aaccepted,5.0,13,0,synthetic_bank_accepted,randomForestClassifier
56754.18904999999,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,adeclined,wfixincompletesubmission,adeclined,wfixincompletesubmission,acancelled,aaccepted,aaccepted,0,aaccepted,odeclined,5.0,13,1,synthetic_bank_accepted,randomForestClassifier
52515.6696,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,acancelled,acancelled,adeclined,adeclined,0,acancelled,adeclined,acancelled,oselected,odeclined,odeclined,5.0,13,2,synthetic_bank_accepted,randomForestClassifier
52496.03185,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,wfixincompletesubmission,adeclined,0,adeclined,wfixincompletesubmission,wfixincompletesubmission,aaccepted,oselected,aaccepted,odeclined,5.0,13,3,synthetic_bank_accepted,randomForestClassifier
44747.44485,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,wfixincompletesubmission,apreaccepted,wfixincompletesubmission,0,0,aaccepted,wcompletepreacceptedappl,afinalized,wcompletepreacceptedappl,ocreated,10.0,13,4,synthetic_bank_accepted,randomForestClassifier
48370.1656,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,wfixincompletesubmission,adeclined,0,apreaccepted,wcompletepreacceptedappl,0,aaccepted,adeclined,adeclined,aaccepted,10.0,13,5,synthetic_bank_accepted,randomForestClassifier
10355.457,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,wfixincompletesubmission,0,adeclined,acancelled,adeclined,adeclined,adeclined,afinalized,afinalized,oselected,10.0,13,6,synthetic_bank_accepted,randomForestClassifier
53116.935099999995,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,adeclined,acancelled,apreaccepted,wcompletepreacceptedappl,0,0,0,afinalized,adeclined,afinalized,odeclined,10.0,13,7,synthetic_bank_accepted,randomForestClassifier
53817.9057,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,wfixincompletesubmission,0,adeclined,adeclined,aaccepted,adeclined,apreaccepted,adeclined,wcompletepreacceptedappl,odeclined,10.0,13,8,synthetic_bank_accepted,randomForestClassifier
54743.49355,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,wfixincompletesubmission,wfixincompletesubmission,acancelled,0,0,0,aaccepted,adeclined,afinalized,acancelled,15.0,13,9,synthetic_bank_accepted,randomForestClassifier
55743.202699999994,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,apreaccepted,wcompletepreacceptedappl,adeclined,odeclined,0,afinalized,0,oselected,acancelled,odeclined,15.0,13,10,synthetic_bank_accepted,randomForestClassifier
54188.66345,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,adeclined,adeclined,wfixincompletesubmission,0,0,aaccepted,adeclined,aaccepted,afinalized,oselected,15.0,13,11,synthetic_bank_accepted,randomForestClassifier
53984.98965,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,wfixincompletesubmission,apreaccepted,adeclined,wfixincompletesubmission,aaccepted,acancelled,0,adeclined,wcompletepreacceptedappl,adeclined,15.0,13,12,synthetic_bank_accepted,randomForestClassifier
52017.6424,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,acancelled,wfixincompletesubmission,wfixincompletesubmission,adeclined,wfixincompletesubmission,0,afinalized,0,adeclined,adeclined,ocreated,15.0,13,13,synthetic_bank_accepted,randomForestClassifier
44426.39885,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,wfixincompletesubmission,adeclined,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,0,adeclined,afinalized,adeclined,oselected,20.0,13,14,synthetic_bank_accepted,randomForestClassifier
38755.1734,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,wfixincompletesubmission,adeclined,adeclined,acancelled,apreaccepted,wcompletepreacceptedappl,adeclined,aaccepted,aaccepted,afinalized,20.0,13,15,synthetic_bank_accepted,randomForestClassifier
53658.209350000005,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,wfixincompletesubmission,adeclined,apreaccepted,wcompletepreacceptedappl,wcompletepreacceptedappl,0,adeclined,aaccepted,adeclined,afinalized,20.0,13,16,synthetic_bank_accepted,randomForestClassifier
6999.9999499999985,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,wfixincompletesubmission,adeclined,adeclined,acancelled,adeclined,aaccepted,adeclined,afinalized,afinalized,oselected,20.0,13,17,synthetic_bank_accepted,randomForestClassifier
17434.7039,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,apreaccepted,adeclined,adeclined,wcompletepreacceptedappl,adeclined,adeclined,aaccepted,aaccepted,aaccepted,afinalized,20.0,13,18,synthetic_bank_accepted,randomForestClassifier
50116.486,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,acancelled,0,0,0,apreaccepted,wcompletepreacceptedappl,afinalized,aaccepted,acancelled,afinalized,5.0,14,0,synthetic_bank_accepted,randomForestClassifier
56120.0165,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,acancelled,apreaccepted,wfixincompletesubmission,0,0,aaccepted,wfixincompletesubmission,wfixincompletesubmission,wcompletepreacceptedappl,odeclined,aaccepted,5.0,14,1,synthetic_bank_accepted,randomForestClassifier
53921.38215,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,acancelled,wfixincompletesubmission,wfixincompletesubmission,adeclined,0,0,aaccepted,adeclined,acancelled,oselected,odeclined,5.0,14,2,synthetic_bank_accepted,randomForestClassifier
42671.5837,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,acancelled,acancelled,acancelled,wfixincompletesubmission,apreaccepted,0,adeclined,adeclined,aaccepted,adeclined,wcompletepreacceptedappl,5.0,14,3,synthetic_bank_accepted,randomForestClassifier
17857.791400000002,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,acancelled,apreaccepted,wcompletepreacceptedappl,acancelled,0,0,adeclined,wcompletepreacceptedappl,aaccepted,aaccepted,afinalized,10.0,14,4,synthetic_bank_accepted,randomForestClassifier
53672.90645,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,wassessfraud,0,0,wcompletepreacceptedappl,0,adeclined,afinalized,adeclined,afinalized,oselected,10.0,14,5,synthetic_bank_accepted,randomForestClassifier
40554.1002,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,acancelled,0,0,acancelled,adeclined,adeclined,aaccepted,adeclined,adeclined,oselected,10.0,14,6,synthetic_bank_accepted,randomForestClassifier
52950.73115,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,acancelled,acancelled,0,apreaccepted,wcompletepreacceptedappl,0,acancelled,afinalized,wcompletepreacceptedappl,aaccepted,ocreated,15.0,14,7,synthetic_bank_accepted,randomForestClassifier
44629.4869,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,acancelled,wfixincompletesubmission,acancelled,0,0,0,adeclined,acancelled,oselected,afinalized,aaccepted,15.0,14,8,synthetic_bank_accepted,randomForestClassifier
45030.8615,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,acancelled,acancelled,apreaccepted,wcompletepreacceptedappl,aaccepted,0,adeclined,acancelled,acancelled,odeclined,ocreated,15.0,14,9,synthetic_bank_accepted,randomForestClassifier
52596.0367,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,adeclined,acancelled,acancelled,0,odeclined,acancelled,adeclined,adeclined,adeclined,afinalized,ocreated,15.0,14,10,synthetic_bank_accepted,randomForestClassifier
44054.76605,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,apreaccepted,acancelled,wcompletepreacceptedappl,0,acancelled,odeclined,acancelled,acancelled,afinalized,oselected,odeclined,15.0,14,11,synthetic_bank_accepted,randomForestClassifier
55618.8356,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,acancelled,apreaccepted,wfixincompletesubmission,0,0,0,acancelled,wcompletepreacceptedappl,aaccepted,aaccepted,oselected,20.0,14,12,synthetic_bank_accepted,randomForestClassifier
55511.84519999999,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,acancelled,acancelled,0,0,acancelled,aaccepted,apreaccepted,acancelled,acancelled,acancelled,wcompletepreacceptedappl,20.0,14,13,synthetic_bank_accepted,randomForestClassifier
27730.0769,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,acancelled,wassessfraud,apreaccepted,0,wcompletepreacceptedappl,0,wcompletepreacceptedappl,wcompletepreacceptedappl,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,20.0,14,14,synthetic_bank_accepted,randomForestClassifier
53924.38955,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,acancelled,acancelled,acancelled,wfixincompletesubmission,0,acancelled,afinalized,adeclined,acancelled,afinalized,oselected,20.0,14,15,synthetic_bank_accepted,randomForestClassifier
29000.0005,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,acancelled,apreaccepted,wcompletepreacceptedappl,0,aaccepted,0,afinalized,afinalized,oselected,oselected,ocreated,20.0,14,16,synthetic_bank_accepted,randomForestClassifier
52719.1564,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,wfixincompletesubmission,apreaccepted,adeclined,acancelled,aaccepted,aaccepted,acancelled,0,wcompletepreacceptedappl,wcompletepreacceptedappl,5.0,15,0,synthetic_bank_accepted,randomForestClassifier
42867.59545,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wassessfraud,wfixincompletesubmission,0,acancelled,acancelled,0,acancelled,adeclined,afinalized,adeclined,afinalized,5.0,15,1,synthetic_bank_accepted,randomForestClassifier
52311.0861,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,adeclined,acancelled,acancelled,acancelled,odeclined,0,adeclined,afinalized,aaccepted,odeclined,odeclined,5.0,15,2,synthetic_bank_accepted,randomForestClassifier
17133.4766,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,wfixincompletesubmission,acancelled,wfixincompletesubmission,apreaccepted,apreaccepted,acancelled,wcompletepreacceptedappl,wcompletepreacceptedappl,wcompletepreacceptedappl,aaccepted,5.0,15,3,synthetic_bank_accepted,randomForestClassifier
52780.196500000005,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,wfixincompletesubmission,wfixincompletesubmission,acancelled,0,0,aaccepted,0,odeclined,odeclined,afinalized,10.0,15,4,synthetic_bank_accepted,randomForestClassifier
54597.666,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,wfixincompletesubmission,wfixincompletesubmission,adeclined,apreaccepted,0,0,adeclined,wcompletepreacceptedappl,adeclined,oselected,10.0,15,5,synthetic_bank_accepted,randomForestClassifier
41292.549450000006,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,wfixincompletesubmission,apreaccepted,acancelled,wfixincompletesubmission,apreaccepted,aaccepted,wcompletepreacceptedappl,adeclined,wcompletepreacceptedappl,aaccepted,10.0,15,6,synthetic_bank_accepted,randomForestClassifier
55562.03324999999,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,wfixincompletesubmission,acancelled,acancelled,0,wfixincompletesubmission,aaccepted,aaccepted,odeclined,apreaccepted,wcompletepreacceptedappl,15.0,15,7,synthetic_bank_accepted,randomForestClassifier
46555.29705,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wassessfraud,wfixincompletesubmission,acancelled,acancelled,0,wfixincompletesubmission,acancelled,acancelled,afinalized,acancelled,oselected,15.0,15,8,synthetic_bank_accepted,randomForestClassifier
46496.864499999996,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,wfixincompletesubmission,acancelled,adeclined,wfixincompletesubmission,adeclined,0,acancelled,odeclined,adeclined,odeclined,15.0,15,9,synthetic_bank_accepted,randomForestClassifier
53033.917,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,apreaccepted,acancelled,apreaccepted,wcompletepreacceptedappl,aaccepted,0,adeclined,odeclined,oselected,aaccepted,15.0,15,10,synthetic_bank_accepted,randomForestClassifier
50305.15415,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,wfixincompletesubmission,acancelled,wfixincompletesubmission,wfixincompletesubmission,0,0,aaccepted,apreaccepted,adeclined,wcompletepreacceptedappl,20.0,15,11,synthetic_bank_accepted,randomForestClassifier
40212.5348,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,wfixincompletesubmission,acancelled,acancelled,aaccepted,0,aaccepted,afinalized,adeclined,oselected,ocreated,20.0,15,12,synthetic_bank_accepted,randomForestClassifier
53620.5987,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,wfixincompletesubmission,apreaccepted,acancelled,acancelled,wcompletepreacceptedappl,adeclined,0,adeclined,aaccepted,odeclined,20.0,15,13,synthetic_bank_accepted,randomForestClassifier
17999.9994,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,wfixincompletesubmission,acancelled,acancelled,adeclined,adeclined,adeclined,wfixincompletesubmission,adeclined,aaccepted,afinalized,20.0,15,14,synthetic_bank_accepted,randomForestClassifier
51973.41855,asubmitted,asubmitted,apartlysubmitted,apartlysubmitted,wfixincompletesubmission,wfixincompletesubmission,apreaccepted,apreaccepted,apreaccepted,0,0,adeclined,oselected,wcompletepreacceptedappl,acancelled,20.0,15,15,synthetic_bank_accepted,randomForestClassifier
