prefix_1,prefix_2,prefix_3,prefix_4,prefix_5,prefix_6,prefix_7,prefix_8,prefix_9,prefix_10,prefix_11,prefix_12,prefix_13,prefix_14,prefix_15,prefix_16,prefix_17,prefix_18,prefix_19,prefix_20,desired_cfs,idx,test_id,dataset,black_box
asubmittedcomplete,apartlysubmittedcomplete,apreacceptedcomplete,0,wcompleterenaanvraagstart,wbeoordelenfraudestart,wcompleterenaanvraagstart,aacceptedcomplete,afinalizedcomplete,0,ocreatedcomplete,osentcomplete,oselectedcomplete,osentbackcomplete,wcompleterenaanvraagstart,osentbackcomplete,ocancelledcomplete,wvaliderenaanvraagcomplete,ocreatedcomplete,osentbackcomplete,10.0,13,9,bpic2012_O_ACCEPTED-COMPLETE,randomForestClassifier
asubmittedcomplete,apartlysubmittedcomplete,apreacceptedcomplete,wcompleterenaanvraagschedule,wcompleterenaanvraagstart,aacceptedcomplete,oselectedcomplete,afinalizedcomplete,ocreatedcomplete,osentcomplete,wnabellenoffertesschedule,wcompleterenaanvraagcomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,osentbackcomplete,15.0,13,10,bpic2012_O_ACCEPTED-COMPLETE,randomForestClassifier
asubmittedcomplete,apartlysubmittedcomplete,apreacceptedcomplete,wcompleterenaanvraagschedule,wcompleterenaanvraagstart,aacceptedcomplete,oselectedcomplete,afinalizedcomplete,ocreatedcomplete,osentcomplete,wnabellenoffertesschedule,wcompleterenaanvraagcomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,oselectedcomplete,15.0,13,11,bpic2012_O_ACCEPTED-COMPLETE,randomForestClassifier
asubmittedcomplete,apartlysubmittedcomplete,apreacceptedcomplete,wcompleterenaanvraagschedule,wcompleterenaanvraagstart,aacceptedcomplete,afinalizedcomplete,oselectedcomplete,ocreatedcomplete,osentcomplete,wnabellenoffertesschedule,wcompleterenaanvraagcomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,osentbackcomplete,15.0,13,12,bpic2012_O_ACCEPTED-COMPLETE,randomForestClassifier
asubmittedcomplete,apartlysubmittedcomplete,apreacceptedcomplete,wcompleterenaanvraagschedule,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wafhandelenleadscomplete,aacceptedcomplete,wafhandelenleadscomplete,0,0,wafhandelenleadscomplete,wnabellenoffertesstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagschedule,wnabellenoffertesschedule,wnabellenoffertesstart,ocancelledcomplete,osentcomplete,odeclinedcomplete,15.0,13,13,bpic2012_O_ACCEPTED-COMPLETE,randomForestClassifier
asubmittedcomplete,apartlysubmittedcomplete,apreacceptedcomplete,wcompleterenaanvraagschedule,wcompleterenaanvraagstart,aacceptedcomplete,oselectedcomplete,afinalizedcomplete,ocreatedcomplete,osentcomplete,wnabellenoffertesschedule,wcompleterenaanvraagcomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,osentbackcomplete,wvaliderenaanvraagschedule,wnabellenoffertescomplete,15.0,13,14,bpic2012_O_ACCEPTED-COMPLETE,randomForestClassifier
asubmittedcomplete,apartlysubmittedcomplete,apreacceptedcomplete,wcompleterenaanvraagschedule,wcompleterenaanvraagstart,aacceptedcomplete,afinalizedcomplete,oselectedcomplete,ocreatedcomplete,osentcomplete,wnabellenoffertesschedule,wcompleterenaanvraagcomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,osentbackcomplete,20.0,13,15,bpic2012_O_ACCEPTED-COMPLETE,randomForestClassifier
asubmittedcomplete,apartlysubmittedcomplete,apreacceptedcomplete,wcompleterenaanvraagschedule,wcompleterenaanvraagstart,aacceptedcomplete,oselectedcomplete,afinalizedcomplete,ocreatedcomplete,osentcomplete,wnabellenoffertesschedule,wcompleterenaanvraagcomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,osentbackcomplete,20.0,13,16,bpic2012_O_ACCEPTED-COMPLETE,randomForestClassifier
asubmittedcomplete,apartlysubmittedcomplete,apreacceptedcomplete,wcompleterenaanvraagschedule,wcompleterenaanvraagstart,aacceptedcomplete,oselectedcomplete,afinalizedcomplete,ocreatedcomplete,osentcomplete,wnabellenoffertesschedule,wcompleterenaanvraagcomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,oselectedcomplete,20.0,13,17,bpic2012_O_ACCEPTED-COMPLETE,randomForestClassifier
asubmittedcomplete,apartlysubmittedcomplete,apreacceptedcomplete,wcompleterenaanvraagschedule,wcompleterenaanvraagstart,aacceptedcomplete,oselectedcomplete,afinalizedcomplete,ocreatedcomplete,osentcomplete,wnabellenoffertesschedule,wcompleterenaanvraagcomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,osentbackcomplete,wvaliderenaanvraagschedule,wnabellenoffertescomplete,20.0,13,18,bpic2012_O_ACCEPTED-COMPLETE,randomForestClassifier
asubmittedcomplete,apartlysubmittedcomplete,apreacceptedcomplete,wbeoordelenfraudestart,0,0,wcompleterenaanvraagstart,aacceptedcomplete,wcompleterenaanvraagcomplete,oselectedcomplete,ocreatedcomplete,wafhandelenleadscomplete,wnabellenoffertesschedule,wnabellenoffertesschedule,wnabellenoffertesstart,afinalizedcomplete,wnabellenoffertesschedule,ocreatedcomplete,wcompleterenaanvraagstart,wafhandelenleadsstart,20.0,13,19,bpic2012_O_ACCEPTED-COMPLETE,randomForestClassifier
asubmittedcomplete,apartlysubmittedcomplete,apreacceptedcomplete,wcompleterenaanvraagschedule,wcompleterenaanvraagstart,aacceptedcomplete,afinalizedcomplete,oselectedcomplete,ocreatedcomplete,osentcomplete,wnabellenoffertesschedule,wcompleterenaanvraagcomplete,wnabellenoffertesstart,osentbackcomplete,wvaliderenaanvraagschedule,wnabellenoffertescomplete,wvaliderenaanvraagstart,adeclinedcomplete,odeclinedcomplete,wvaliderenaanvraagcomplete,5.0,11,0,bpic2012_O_ACCEPTED-COMPLETE,randomForestClassifier
asubmittedcomplete,apartlysubmittedcomplete,apreacceptedcomplete,wcompleterenaanvraagschedule,wcompleterenaanvraagstart,aacceptedcomplete,oselectedcomplete,afinalizedcomplete,ocreatedcomplete,osentcomplete,wnabellenoffertesschedule,wcompleterenaanvraagcomplete,wnabellenoffertesstart,osentbackcomplete,wvaliderenaanvraagschedule,wnabellenoffertescomplete,wvaliderenaanvraagstart,adeclinedcomplete,odeclinedcomplete,wvaliderenaanvraagcomplete,5.0,11,1,bpic2012_O_ACCEPTED-COMPLETE,randomForestClassifier
asubmittedcomplete,apartlysubmittedcomplete,apreacceptedcomplete,wcompleterenaanvraagschedule,wcompleterenaanvraagstart,aacceptedcomplete,afinalizedcomplete,oselectedcomplete,ocreatedcomplete,osentcomplete,wnabellenoffertesschedule,wcompleterenaanvraagcomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,acancelledcomplete,5.0,11,2,bpic2012_O_ACCEPTED-COMPLETE,randomForestClassifier
asubmittedcomplete,apartlysubmittedcomplete,apreacceptedcomplete,wcompleterenaanvraagschedule,wcompleterenaanvraagstart,aacceptedcomplete,afinalizedcomplete,oselectedcomplete,ocreatedcomplete,osentcomplete,wnabellenoffertesschedule,wcompleterenaanvraagcomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,ocancelledcomplete,acancelledcomplete,wnabellenoffertescomplete,5.0,11,3,bpic2012_O_ACCEPTED-COMPLETE,randomForestClassifier
asubmittedcomplete,apartlysubmittedcomplete,apreacceptedcomplete,wcompleterenaanvraagschedule,wcompleterenaanvraagstart,aacceptedcomplete,afinalizedcomplete,oselectedcomplete,ocreatedcomplete,osentcomplete,wnabellenoffertesschedule,wcompleterenaanvraagcomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,acancelledcomplete,ocancelledcomplete,wnabellenoffertescomplete,5.0,11,4,bpic2012_O_ACCEPTED-COMPLETE,randomForestClassifier
asubmittedcomplete,apartlysubmittedcomplete,apreacceptedcomplete,wcompleterenaanvraagschedule,wcompleterenaanvraagstart,aacceptedcomplete,afinalizedcomplete,oselectedcomplete,ocreatedcomplete,osentcomplete,wnabellenoffertesschedule,wcompleterenaanvraagcomplete,wnabellenoffertesstart,osentbackcomplete,wvaliderenaanvraagschedule,wnabellenoffertescomplete,wvaliderenaanvraagstart,odeclinedcomplete,adeclinedcomplete,wvaliderenaanvraagcomplete,10.0,11,5,bpic2012_O_ACCEPTED-COMPLETE,randomForestClassifier
asubmittedcomplete,apartlysubmittedcomplete,apreacceptedcomplete,wcompleterenaanvraagschedule,wcompleterenaanvraagstart,aacceptedcomplete,afinalizedcomplete,oselectedcomplete,ocreatedcomplete,osentcomplete,wnabellenoffertesschedule,wcompleterenaanvraagcomplete,wnabellenoffertesstart,osentbackcomplete,wvaliderenaanvraagschedule,wnabellenoffertescomplete,wvaliderenaanvraagstart,adeclinedcomplete,odeclinedcomplete,wvaliderenaanvraagcomplete,10.0,11,6,bpic2012_O_ACCEPTED-COMPLETE,randomForestClassifier
asubmittedcomplete,apartlysubmittedcomplete,apreacceptedcomplete,wcompleterenaanvraagschedule,wcompleterenaanvraagstart,aacceptedcomplete,oselectedcomplete,afinalizedcomplete,ocreatedcomplete,osentcomplete,wnabellenoffertesschedule,wcompleterenaanvraagcomplete,wnabellenoffertesstart,osentbackcomplete,wvaliderenaanvraagschedule,wnabellenoffertescomplete,wvaliderenaanvraagstart,wvaliderenaanvraagcomplete,wvaliderenaanvraagstart,adeclinedcomplete,10.0,11,7,bpic2012_O_ACCEPTED-COMPLETE,randomForestClassifier
asubmittedcomplete,apartlysubmittedcomplete,apreacceptedcomplete,wcompleterenaanvraagschedule,wcompleterenaanvraagstart,aacceptedcomplete,oselectedcomplete,afinalizedcomplete,ocreatedcomplete,osentcomplete,wnabellenoffertesschedule,wcompleterenaanvraagcomplete,wnabellenoffertesstart,osentbackcomplete,wvaliderenaanvraagschedule,wnabellenoffertescomplete,wvaliderenaanvraagstart,odeclinedcomplete,adeclinedcomplete,wvaliderenaanvraagcomplete,10.0,11,8,bpic2012_O_ACCEPTED-COMPLETE,randomForestClassifier
asubmittedcomplete,apartlysubmittedcomplete,apreacceptedcomplete,wcompleterenaanvraagschedule,wcompleterenaanvraagstart,aacceptedcomplete,afinalizedcomplete,oselectedcomplete,ocreatedcomplete,osentcomplete,wnabellenoffertesschedule,wcompleterenaanvraagcomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,ocancelledcomplete,10.0,11,9,bpic2012_O_ACCEPTED-COMPLETE,randomForestClassifier
asubmittedcomplete,apartlysubmittedcomplete,apreacceptedcomplete,wcompleterenaanvraagschedule,wcompleterenaanvraagstart,aacceptedcomplete,afinalizedcomplete,oselectedcomplete,ocreatedcomplete,osentcomplete,wnabellenoffertesschedule,wcompleterenaanvraagcomplete,wnabellenoffertesstart,osentbackcomplete,wvaliderenaanvraagschedule,wnabellenoffertescomplete,wvaliderenaanvraagstart,adeclinedcomplete,odeclinedcomplete,wvaliderenaanvraagcomplete,15.0,11,10,bpic2012_O_ACCEPTED-COMPLETE,randomForestClassifier
asubmittedcomplete,apartlysubmittedcomplete,apreacceptedcomplete,wcompleterenaanvraagschedule,wcompleterenaanvraagstart,aacceptedcomplete,afinalizedcomplete,oselectedcomplete,ocreatedcomplete,osentcomplete,wnabellenoffertesschedule,wcompleterenaanvraagcomplete,wnabellenoffertesstart,osentbackcomplete,wvaliderenaanvraagschedule,wnabellenoffertescomplete,wvaliderenaanvraagstart,odeclinedcomplete,adeclinedcomplete,wvaliderenaanvraagcomplete,15.0,11,11,bpic2012_O_ACCEPTED-COMPLETE,randomForestClassifier
asubmittedcomplete,apartlysubmittedcomplete,apreacceptedcomplete,wcompleterenaanvraagschedule,wcompleterenaanvraagstart,aacceptedcomplete,oselectedcomplete,afinalizedcomplete,ocreatedcomplete,osentcomplete,wnabellenoffertesschedule,wcompleterenaanvraagcomplete,wnabellenoffertesstart,osentbackcomplete,wvaliderenaanvraagschedule,wnabellenoffertescomplete,wvaliderenaanvraagstart,wvaliderenaanvraagcomplete,wvaliderenaanvraagstart,odeclinedcomplete,15.0,11,12,bpic2012_O_ACCEPTED-COMPLETE,randomForestClassifier
asubmittedcomplete,apartlysubmittedcomplete,apreacceptedcomplete,wcompleterenaanvraagschedule,wcompleterenaanvraagstart,aacceptedcomplete,oselectedcomplete,afinalizedcomplete,ocreatedcomplete,osentcomplete,wnabellenoffertesschedule,wcompleterenaanvraagcomplete,wnabellenoffertesstart,osentbackcomplete,wvaliderenaanvraagschedule,wnabellenoffertescomplete,wvaliderenaanvraagstart,wvaliderenaanvraagcomplete,wvaliderenaanvraagstart,adeclinedcomplete,15.0,11,13,bpic2012_O_ACCEPTED-COMPLETE,randomForestClassifier
asubmittedcomplete,apartlysubmittedcomplete,apreacceptedcomplete,wcompleterenaanvraagschedule,wcompleterenaanvraagstart,aacceptedcomplete,oselectedcomplete,afinalizedcomplete,ocreatedcomplete,osentcomplete,wnabellenoffertesschedule,wcompleterenaanvraagcomplete,wnabellenoffertesstart,osentbackcomplete,wvaliderenaanvraagschedule,wnabellenoffertescomplete,wvaliderenaanvraagstart,odeclinedcomplete,adeclinedcomplete,wvaliderenaanvraagcomplete,15.0,11,14,bpic2012_O_ACCEPTED-COMPLETE,randomForestClassifier
asubmittedcomplete,apartlysubmittedcomplete,apreacceptedcomplete,wcompleterenaanvraagschedule,wcompleterenaanvraagstart,aacceptedcomplete,afinalizedcomplete,oselectedcomplete,ocreatedcomplete,osentcomplete,wnabellenoffertesschedule,wcompleterenaanvraagcomplete,wnabellenoffertesstart,osentbackcomplete,wvaliderenaanvraagschedule,wnabellenoffertescomplete,wvaliderenaanvraagstart,adeclinedcomplete,odeclinedcomplete,wvaliderenaanvraagcomplete,20.0,11,15,bpic2012_O_ACCEPTED-COMPLETE,randomForestClassifier
asubmittedcomplete,apartlysubmittedcomplete,apreacceptedcomplete,wcompleterenaanvraagschedule,wcompleterenaanvraagstart,aacceptedcomplete,afinalizedcomplete,oselectedcomplete,ocreatedcomplete,osentcomplete,wnabellenoffertesschedule,wcompleterenaanvraagcomplete,wnabellenoffertesstart,osentbackcomplete,wvaliderenaanvraagschedule,wnabellenoffertescomplete,wvaliderenaanvraagstart,odeclinedcomplete,adeclinedcomplete,wvaliderenaanvraagcomplete,20.0,11,16,bpic2012_O_ACCEPTED-COMPLETE,randomForestClassifier
asubmittedcomplete,apartlysubmittedcomplete,apreacceptedcomplete,wcompleterenaanvraagschedule,wcompleterenaanvraagstart,aacceptedcomplete,afinalizedcomplete,oselectedcomplete,ocreatedcomplete,osentcomplete,wnabellenoffertesschedule,wcompleterenaanvraagcomplete,wnabellenoffertesstart,osentbackcomplete,wvaliderenaanvraagschedule,wnabellenoffertescomplete,wvaliderenaanvraagstart,wvaliderenaanvraagcomplete,wvaliderenaanvraagstart,oselectedcomplete,20.0,11,17,bpic2012_O_ACCEPTED-COMPLETE,randomForestClassifier
asubmittedcomplete,apartlysubmittedcomplete,apreacceptedcomplete,wcompleterenaanvraagschedule,wcompleterenaanvraagstart,aacceptedcomplete,oselectedcomplete,afinalizedcomplete,ocreatedcomplete,osentcomplete,wnabellenoffertesschedule,wcompleterenaanvraagcomplete,wnabellenoffertesstart,osentbackcomplete,wvaliderenaanvraagschedule,wnabellenoffertescomplete,wvaliderenaanvraagstart,wvaliderenaanvraagcomplete,wvaliderenaanvraagstart,odeclinedcomplete,20.0,11,18,bpic2012_O_ACCEPTED-COMPLETE,randomForestClassifier
asubmittedcomplete,apartlysubmittedcomplete,apreacceptedcomplete,wcompleterenaanvraagschedule,wcompleterenaanvraagstart,aacceptedcomplete,oselectedcomplete,afinalizedcomplete,ocreatedcomplete,osentcomplete,wnabellenoffertesschedule,wcompleterenaanvraagcomplete,wnabellenoffertesstart,osentbackcomplete,wvaliderenaanvraagschedule,wnabellenoffertescomplete,wvaliderenaanvraagstart,wvaliderenaanvraagcomplete,wvaliderenaanvraagstart,adeclinedcomplete,20.0,11,19,bpic2012_O_ACCEPTED-COMPLETE,randomForestClassifier
asubmittedcomplete,apartlysubmittedcomplete,apreacceptedcomplete,wcompleterenaanvraagschedule,wbeoordelenfraudecomplete,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wbeoordelenfraudecomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wnabellenoffertesschedule,wafhandelenleadsstart,wbeoordelenfraudecomplete,wnabellenoffertesschedule,wnabellenoffertescomplete,aacceptedcomplete,wnabellenoffertesstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagcomplete,wnabellenoffertesstart,5.0,14,0,bpic2012_O_ACCEPTED-COMPLETE,randomForestClassifier
asubmittedcomplete,apartlysubmittedcomplete,apreacceptedcomplete,wcompleterenaanvraagschedule,wcompleterenaanvraagstart,wcompleterenaanvraagschedule,wcompleterenaanvraagstart,0,0,oselectedcomplete,0,wcompleterenaanvraagschedule,wcompleterenaanvraagstart,osentbackcomplete,afinalizedcomplete,odeclinedcomplete,aacceptedcomplete,wvaliderenaanvraagschedule,wvaliderenaanvraagstart,wcompleterenaanvraagcomplete,5.0,14,1,bpic2012_O_ACCEPTED-COMPLETE,randomForestClassifier
asubmittedcomplete,apartlysubmittedcomplete,apreacceptedcomplete,wcompleterenaanvraagschedule,wafhandelenleadscomplete,wcompleterenaanvraagcomplete,afinalizedcomplete,aacceptedcomplete,wcompleterenaanvraagstart,wafhandelenleadsstart,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,osentcomplete,wnabellenoffertescomplete,wafhandelenleadscomplete,wafhandelenleadsstart,ocreatedcomplete,oselectedcomplete,wnabellenoffertescomplete,osentbackcomplete,5.0,14,2,bpic2012_O_ACCEPTED-COMPLETE,randomForestClassifier
asubmittedcomplete,apartlysubmittedcomplete,apreacceptedcomplete,wcompleterenaanvraagschedule,wafhandelenleadscomplete,wcompleterenaanvraagcomplete,wafhandelenleadsschedule,wbeoordelenfraudecomplete,ocreatedcomplete,oselectedcomplete,wnabellenoffertesschedule,afinalizedcomplete,wafhandelenleadscomplete,wnabellenoffertescomplete,apreacceptedcomplete,wbeoordelenfraudecomplete,aacceptedcomplete,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,5.0,14,3,bpic2012_O_ACCEPTED-COMPLETE,randomForestClassifier
asubmittedcomplete,apartlysubmittedcomplete,apreacceptedcomplete,wcompleterenaanvraagschedule,wbeoordelenfraudecomplete,0,wcompleterenaanvraagcomplete,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagschedule,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,ocreatedcomplete,acancelledcomplete,0,acancelledcomplete,wvaliderenaanvraagschedule,ocreatedcomplete,wvaliderenaanvraagstart,0,5.0,14,4,bpic2012_O_ACCEPTED-COMPLETE,randomForestClassifier
asubmittedcomplete,apartlysubmittedcomplete,apreacceptedcomplete,0,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wafhandelenleadscomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,oselectedcomplete,0,wnabellenoffertesstart,adeclinedcomplete,wnabellenoffertesschedule,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wvaliderenaanvraagschedule,wvaliderenaanvraagstart,odeclinedcomplete,10.0,14,5,bpic2012_O_ACCEPTED-COMPLETE,randomForestClassifier
asubmittedcomplete,apartlysubmittedcomplete,apreacceptedcomplete,wcompleterenaanvraagschedule,wafhandelenleadscomplete,wcompleterenaanvraagcomplete,oselectedcomplete,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wafhandelenleadsstart,wnabellenoffertesschedule,afinalizedcomplete,wnabellenoffertesstart,0,wnabellenoffertesschedule,0,wcompleterenaanvraagschedule,osentcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,10.0,14,6,bpic2012_O_ACCEPTED-COMPLETE,randomForestClassifier
asubmittedcomplete,apartlysubmittedcomplete,apreacceptedcomplete,wcompleterenaanvraagschedule,wafhandelenleadscomplete,aacceptedcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,oselectedcomplete,0,wcompleterenaanvraagschedule,osentcomplete,wcompleterenaanvraagstart,0,ocancelledcomplete,wcompleterenaanvraagstart,oselectedcomplete,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,osentbackcomplete,10.0,14,7,bpic2012_O_ACCEPTED-COMPLETE,randomForestClassifier
asubmittedcomplete,apartlysubmittedcomplete,apreacceptedcomplete,wbeoordelenfraudestart,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,afinalizedcomplete,oselectedcomplete,ocreatedcomplete,ocreatedcomplete,wbeoordelenfraudecomplete,wcompleterenaanvraagcomplete,wafhandelenleadsstart,ocancelledcomplete,wcompleterenaanvraagstart,odeclinedcomplete,ocancelledcomplete,oacceptedcomplete,10.0,14,8,bpic2012_O_ACCEPTED-COMPLETE,randomForestClassifier
asubmittedcomplete,apartlysubmittedcomplete,apreacceptedcomplete,wcompleterenaanvraagschedule,wbeoordelenfraudecomplete,wcompleterenaanvraagschedule,wcompleterenaanvraagstart,aacceptedcomplete,wcompleterenaanvraagstart,0,wcompleterenaanvraagschedule,wafhandelenleadscomplete,wbeoordelenfraudecomplete,wbeoordelenfraudecomplete,ocancelledcomplete,aacceptedcomplete,wvaliderenaanvraagschedule,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,10.0,14,9,bpic2012_O_ACCEPTED-COMPLETE,randomForestClassifier
asubmittedcomplete,apartlysubmittedcomplete,wbeoordelenfraudeschedule,wcompleterenaanvraagschedule,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,afinalizedcomplete,wcompleterenaanvraagstart,wafhandelenleadsstart,apreacceptedcomplete,wafhandelenleadscomplete,wnabellenoffertescomplete,wcompleterenaanvraagschedule,wafhandelenleadscomplete,wbeoordelenfraudecomplete,wvaliderenaanvraagschedule,wcompleterenaanvraagcomplete,afinalizedcomplete,wcompleterenaanvraagcomplete,15.0,14,10,bpic2012_O_ACCEPTED-COMPLETE,randomForestClassifier
asubmittedcomplete,apartlysubmittedcomplete,apreacceptedcomplete,wcompleterenaanvraagschedule,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,afinalizedcomplete,wafhandelenleadsstart,wcompleterenaanvraagstart,oselectedcomplete,wafhandelenleadscomplete,wcompleterenaanvraagcomplete,0,wafhandelenleadsstart,wcompleterenaanvraagstart,wnabellenoffertesstart,wvaliderenaanvraagstart,aapprovedcomplete,wvaliderenaanvraagstart,wvaliderenaanvraagstart,15.0,14,11,bpic2012_O_ACCEPTED-COMPLETE,randomForestClassifier
asubmittedcomplete,apartlysubmittedcomplete,apreacceptedcomplete,wbeoordelenfraudestart,wcompleterenaanvraagstart,wafhandelenleadsstart,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,oselectedcomplete,wcompleterenaanvraagstart,wbeoordelenfraudestart,wnabellenoffertescomplete,wcompleterenaanvraagcomplete,osentcomplete,ocreatedcomplete,odeclinedcomplete,wnabellenincompletedossiersschedule,aregisteredcomplete,aactivatedcomplete,15.0,14,12,bpic2012_O_ACCEPTED-COMPLETE,randomForestClassifier
asubmittedcomplete,apartlysubmittedcomplete,apreacceptedcomplete,wcompleterenaanvraagschedule,wafhandelenleadscomplete,wcompleterenaanvraagcomplete,wafhandelenleadscomplete,wcompleterenaanvraagcomplete,wafhandelenleadscomplete,wcompleterenaanvraagschedule,oselectedcomplete,0,wcompleterenaanvraagstart,wnabellenoffertescomplete,wnabellenoffertescomplete,wbeoordelenfraudecomplete,wcompleterenaanvraagstart,oselectedcomplete,wcompleterenaanvraagstart,wnabellenincompletedossiersstart,15.0,14,13,bpic2012_O_ACCEPTED-COMPLETE,randomForestClassifier
asubmittedcomplete,apartlysubmittedcomplete,wbeoordelenfraudeschedule,wafhandelenleadsstart,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,apreacceptedcomplete,wcompleterenaanvraagschedule,wcompleterenaanvraagcomplete,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,afinalizedcomplete,wcompleterenaanvraagcomplete,apreacceptedcomplete,ocreatedcomplete,wnabellenoffertescomplete,wafhandelenleadscomplete,afinalizedcomplete,wwijzigencontractgegevensschedule,15.0,14,14,bpic2012_O_ACCEPTED-COMPLETE,randomForestClassifier
asubmittedcomplete,apartlysubmittedcomplete,wbeoordelenfraudeschedule,wcompleterenaanvraagschedule,wcompleterenaanvraagstart,wcompleterenaanvraagschedule,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,oselectedcomplete,afinalizedcomplete,apreacceptedcomplete,wcompleterenaanvraagcomplete,afinalizedcomplete,wcompleterenaanvraagcomplete,wnabellenoffertesstart,wcompleterenaanvraagstart,acancelledcomplete,wcompleterenaanvraagcomplete,ocreatedcomplete,wcompleterenaanvraagcomplete,20.0,14,15,bpic2012_O_ACCEPTED-COMPLETE,randomForestClassifier
asubmittedcomplete,apartlysubmittedcomplete,apreacceptedcomplete,wbeoordelenfraudestart,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wafhandelenleadsschedule,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,oselectedcomplete,wbeoordelenfraudestart,wafhandelenleadsschedule,wcompleterenaanvraagschedule,afinalizedcomplete,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wafhandelenleadscomplete,ocancelledcomplete,wnabellenincompletedossiersschedule,20.0,14,16,bpic2012_O_ACCEPTED-COMPLETE,randomForestClassifier
asubmittedcomplete,apartlysubmittedcomplete,apreacceptedcomplete,wcompleterenaanvraagschedule,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,afinalizedcomplete,wafhandelenleadscomplete,wcompleterenaanvraagstart,oselectedcomplete,aacceptedcomplete,wcompleterenaanvraagschedule,wcompleterenaanvraagstart,odeclinedcomplete,wafhandelenleadsstart,wcompleterenaanvraagcomplete,wvaliderenaanvraagstart,oselectedcomplete,wcompleterenaanvraagstart,aactivatedcomplete,20.0,14,17,bpic2012_O_ACCEPTED-COMPLETE,randomForestClassifier
