Case ID;concept:name;Resource;start:timestamp;time:timestamp;label;lifecycle:transition;Activity
105755;Validar solicitud / pre-homologacion;1707;2016-05-02 11:31:45.000;2016-05-02 11:37:54.000;regular;complete;Validar solicitud / pre-homologacion
105755;Avanzar recepcion documentos;26789;2016-05-03 09:40:49.000;2016-05-03 11:43:20.000;regular;complete;Avanzar recepcion documentos
105755;Validacion final;1707;2016-05-25 12:12:09.000;2016-05-25 12:17:38.000;regular;complete;Validacion final
105755;Visto Bueno Cierre Proceso;15930;2016-05-26 09:42:07.000;2016-05-26 09:49:38.000;regular;complete;Visto Bueno Cierre Proceso
105755;Transferir Creditos;15930;2016-05-27 09:13:26.000;2016-05-27 09:13:26.000;regular;complete;Transferir Creditos
105755;Transferir creditos homologables;15930;2016-05-27 09:13:26.000;2016-05-27 09:13:26.000;regular;complete;Transferir creditos homologables
105755;Transferir creditos homologables;15930;2016-05-27 09:13:26.000;2016-05-27 09:13:26.000;regular;complete;Transferir creditos homologables
105755;End;End;2016-05-27 09:13:26.000;2016-05-27 09:13:26.000;regular;complete;End
105803;Start;Start;2016-03-31 10:09:01.000;2016-03-31 10:09:01.000;deviant;complete;Start
105803;Radicar Solicitud Homologacion;19019;2016-03-31 10:09:01.000;2016-03-31 10:09:05.000;deviant;complete;Radicar Solicitud Homologacion
105803;End;End;2016-03-31 10:09:05.000;2016-03-31 10:09:05.000;deviant;complete;End
105806;Start;Start;2016-03-31 15:28:42.000;2016-03-31 15:28:42.000;deviant;complete;Start
105806;Traer informacion estudiante - banner;11218;2016-03-31 15:28:42.000;2016-03-31 15:28:42.000;deviant;complete;Traer informacion estudiante - banner
105806;Radicar Solicitud Homologacion;11218;2016-03-31 15:28:43.000;2016-03-31 15:28:46.000;deviant;complete;Radicar Solicitud Homologacion
105806;Validar solicitud;19019;2016-03-31 15:31:57.000;2016-03-31 15:32:03.000;deviant;complete;Validar solicitud
105806;Homologacion por grupo de cursos;19019;2016-03-31 15:38:04.000;2016-03-31 23:05:42.000;deviant;complete;Homologacion por grupo de cursos
105806;Revisar curso;19019;2016-03-31 15:38:04.000;2016-03-31 15:38:04.000;deviant;complete;Revisar curso
105806;Evaluacion curso;19295;2016-03-31 15:38:25.000;2016-03-31 23:00:26.000;deviant;complete;Evaluacion curso
105806;Validar solicitud / pre-homologacion;19019;2016-06-21 17:40:06.000;2016-06-21 17:45:42.000;deviant;complete;Validar solicitud / pre-homologacion
105806;End;End;2016-06-21 17:45:42.000;2016-06-21 17:45:42.000;deviant;complete;End
105906;Start;Start;2016-03-31 14:35:28.000;2016-03-31 14:35:28.000;deviant;complete;Start
105906;Radicar Solicitud Homologacion;19019;2016-03-31 14:35:28.000;2016-03-31 14:35:28.000;deviant;complete;Radicar Solicitud Homologacion
105906;End;End;2016-03-31 14:35:28.000;2016-03-31 14:35:28.000;deviant;complete;End
106201;Start;Start;2016-04-01 09:48:05.000;2016-04-01 09:48:05.000;regular;complete;Start
106201;Traer informacion estudiante - banner;8213;2016-04-01 09:48:05.000;2016-04-01 09:48:05.000;regular;complete;Traer informacion estudiante - banner
106201;Radicar Solicitud Homologacion;8213;2016-04-01 09:48:12.000;2016-04-01 09:48:18.000;regular;complete;Radicar Solicitud Homologacion
106201;Validar solicitud;1707;2016-04-01 09:55:02.000;2016-04-01 11:15:30.000;regular;complete;Validar solicitud
106201;Homologacion por grupo de cursos;15930;2016-04-15 10:23:37.000;2016-04-15 16:49:00.000;regular;complete;Homologacion por grupo de cursos
106201;Revisar curso;1707;2016-04-15 10:23:37.000;2016-04-15 11:51:09.000;regular;complete;Revisar curso
106201;Evaluacion curso;7763;2016-05-02 09:56:02.000;2016-05-02 14:43:05.000;regular;complete;Evaluacion curso
106201;Validacion final;1707;2016-06-23 22:19:57.000;2016-06-23 22:19:57.000;regular;complete;Validacion final
106201;Visto Bueno Cierre Proceso;15930;2016-06-24 07:30:53.000;2016-06-24 07:41:39.000;regular;complete;Visto Bueno Cierre Proceso
106201;End;End;2016-06-24 07:41:39.000;2016-06-24 07:41:39.000;regular;complete;End
106202;Start;Start;2016-04-01 10:13:34.000;2016-04-01 10:13:34.000;regular;complete;Start
106202;Traer informacion estudiante - banner;19582;2016-04-01 10:13:34.000;2016-04-01 10:13:34.000;regular;complete;Traer informacion estudiante - banner
106202;Radicar Solicitud Homologacion;19582;2016-04-01 10:13:38.000;2016-04-01 10:14:09.000;regular;complete;Radicar Solicitud Homologacion
106202;Validar solicitud;294;2016-04-01 10:44:57.000;2016-04-01 11:43:51.000;regular;complete;Validar solicitud
106202;Homologacion por grupo de cursos;7311;2016-04-12 15:39:09.000;2016-04-12 18:02:29.000;regular;complete;Homologacion por grupo de cursos
106202;Revisar curso;294;2016-04-12 15:39:09.000;2016-04-12 16:53:04.000;regular;complete;Revisar curso
106202;Evaluacion curso;294;2016-04-25 17:34:52.000;2016-04-25 18:34:19.000;regular;complete;Evaluacion curso
106202;Validacion final;294;2016-05-05 11:02:11.000;2016-05-05 11:02:14.000;regular;complete;Validacion final
106202;Visto Bueno Cierre Proceso;7311;2016-05-05 11:05:34.000;2016-05-05 11:15:28.000;regular;complete;Visto Bueno Cierre Proceso
106202;Transferir Creditos;7311;2016-05-06 14:08:23.000;2016-05-06 14:08:23.000;regular;complete;Transferir Creditos
106202;Transferir creditos homologables;7311;2016-05-06 14:08:24.000;2016-05-06 14:08:24.000;regular;complete;Transferir creditos homologables
106202;Transferir creditos homologables;7311;2016-05-06 14:08:24.000;2016-05-06 14:08:24.000;regular;complete;Transferir creditos homologables
106202;Transferir creditos homologables;7311;2016-05-06 14:08:24.000;2016-05-06 14:08:24.000;regular;complete;Transferir creditos homologables
106202;End;End;2016-05-06 14:08:24.000;2016-05-06 14:08:24.000;regular;complete;End
106203;Start;Start;2016-04-01 10:32:11.000;2016-04-01 10:32:11.000;regular;complete;Start
106203;Traer informacion estudiante - banner;8491;2016-04-01 10:32:11.000;2016-04-01 10:32:11.000;regular;complete;Traer informacion estudiante - banner
106203;Radicar Solicitud Homologacion;8491;2016-04-01 10:32:13.000;2016-04-01 10:32:20.000;regular;complete;Radicar Solicitud Homologacion
106203;Validar solicitud;294;2016-04-01 10:40:07.000;2016-04-01 11:39:08.000;regular;complete;Validar solicitud
106203;Homologacion por grupo de cursos;7311;2016-04-12 15:41:31.000;2016-04-12 18:04:49.000;regular;complete;Homologacion por grupo de cursos
106203;Revisar curso;294;2016-04-12 15:41:31.000;2016-04-12 15:41:32.000;regular;complete;Revisar curso
106203;Evaluacion curso;294;2016-04-12 15:42:54.000;2016-04-12 17:56:06.000;regular;complete;Evaluacion curso
106203;Validacion final;294;2016-05-05 10:54:55.000;2016-05-05 10:55:07.000;regular;complete;Validacion final
106203;Visto Bueno Cierre Proceso;7311;2016-05-05 11:07:12.000;2016-05-05 11:17:04.000;regular;complete;Visto Bueno Cierre Proceso
106203;End;End;2016-05-05 11:17:04.000;2016-05-05 11:17:04.000;regular;complete;End
106451;Start;Start;2016-04-03 08:38:03.000;2016-04-03 08:38:03.000;deviant;complete;Start
106451;Traer informacion estudiante - banner;1934;2016-04-03 08:38:03.000;2016-04-03 08:38:03.000;deviant;complete;Traer informacion estudiante - banner
106451;Radicar Solicitud Homologacion;1934;2016-04-03 08:38:12.000;2016-04-03 08:38:12.000;deviant;complete;Radicar Solicitud Homologacion
106451;Validar solicitud;19019;2016-04-03 08:48:11.000;2016-04-03 08:48:17.000;deviant;complete;Validar solicitud
106451;Homologacion por grupo de cursos;19019;2016-04-04 09:07:01.000;2016-04-04 16:23:10.000;deviant;complete;Homologacion por grupo de cursos
106451;Revisar curso;19019;2016-04-04 09:07:02.000;2016-04-04 09:07:04.000;deviant;complete;Revisar curso
106451;Evaluacion curso;19295;2016-04-04 09:09:09.000;2016-04-04 16:19:40.000;deviant;complete;Evaluacion curso
106451;Validar solicitud / pre-homologacion;19019;2016-06-21 17:41:03.000;2016-06-21 17:46:38.000;deviant;complete;Validar solicitud / pre-homologacion
106451;End;End;2016-06-21 17:46:38.000;2016-06-21 17:46:38.000;deviant;complete;End
106501;Start;Start;2016-04-03 08:32:20.000;2016-04-03 08:32:20.000;deviant;complete;Start
106501;Traer informacion estudiante - banner;17769;2016-04-03 08:32:20.000;2016-04-03 08:32:20.000;deviant;complete;Traer informacion estudiante - banner
106501;Radicar Solicitud Homologacion;17769;2016-04-03 08:32:27.000;2016-04-03 08:32:27.000;deviant;complete;Radicar Solicitud Homologacion
106501;Cancelar Solicitud;7080;2016-04-03 08:50:44.000;2016-04-03 08:54:44.000;deviant;complete;Cancelar Solicitud
106501;Notificacion estudiante cancelacion soli;7080;2016-04-04 13:01:34.000;2016-04-04 13:01:34.000;deviant;complete;Notificacion estudiante cancelacion soli
106501;End;End;2016-04-04 13:01:34.000;2016-04-04 13:01:34.000;deviant;complete;End
106551;Start;Start;2016-04-03 12:38:41.000;2016-04-03 12:38:41.000;regular;complete;Start
106551;Traer informacion estudiante - banner;3113;2016-04-03 12:38:41.000;2016-04-03 12:38:41.000;regular;complete;Traer informacion estudiante - banner
106551;Radicar Solicitud Homologacion;3113;2016-04-03 12:38:46.000;2016-04-03 12:38:46.000;regular;complete;Radicar Solicitud Homologacion
106551;Validar solicitud;1707;2016-04-03 13:00:05.000;2016-04-03 14:13:30.000;regular;complete;Validar solicitud
106551;Homologacion por grupo de cursos;15930;2016-04-15 10:25:32.000;2016-04-15 12:32:06.000;regular;complete;Homologacion por grupo de cursos
106551;Revisar curso;1707;2016-04-15 10:25:32.000;2016-04-15 11:53:02.000;regular;complete;Revisar curso
106551;Evaluacion curso;15930;2016-05-02 09:56:14.000;2016-05-02 10:19:17.000;regular;complete;Evaluacion curso
106551;Validacion final;1707;2016-05-04 21:57:49.000;2016-05-04 21:57:49.000;regular;complete;Validacion final
106551;Visto Bueno Cierre Proceso;15930;2016-05-05 08:56:29.000;2016-05-05 09:12:29.000;regular;complete;Visto Bueno Cierre Proceso
106551;End;End;2016-05-05 09:12:29.000;2016-05-05 09:12:29.000;regular;complete;End
106601;Start;Start;2016-04-03 15:49:22.000;2016-04-03 15:49:22.000;deviant;complete;Start
106601;Traer informacion estudiante - banner;11342;2016-04-03 15:49:22.000;2016-04-03 15:49:22.000;deviant;complete;Traer informacion estudiante - banner
106601;Radicar Solicitud Homologacion;11342;2016-04-03 15:49:29.000;2016-04-03 15:49:29.000;deviant;complete;Radicar Solicitud Homologacion
106601;Cancelar Solicitud;18929;2016-04-03 16:04:09.000;2016-04-03 18:26:51.000;deviant;complete;Cancelar Solicitud
106601;Notificacion estudiante cancelacion soli;18929;2016-04-27 17:42:24.000;2016-04-27 17:42:24.000;deviant;complete;Notificacion estudiante cancelacion soli
106601;End;End;2016-04-27 17:42:24.000;2016-04-27 17:42:24.000;deviant;complete;End
106651;Start;Start;2016-04-03 15:07:14.000;2016-04-03 15:07:14.000;deviant;complete;Start
106651;Cancelar Solicitud;22475;2016-04-03 15:07:14.000;2016-04-03 15:09:00.000;deviant;complete;Cancelar Solicitud
106651;Traer informacion estudiante - banner;5593;2016-04-03 16:37:48.000;2016-04-03 16:37:48.000;deviant;complete;Traer informacion estudiante - banner
106651;Radicar Solicitud Homologacion;5593;2016-04-03 16:37:55.000;2016-04-03 16:37:55.000;deviant;complete;Radicar Solicitud Homologacion
106651;Notificacion estudiante cancelacion soli;22475;2016-04-04 10:46:39.000;2016-04-04 10:46:39.000;deviant;complete;Notificacion estudiante cancelacion soli
106651;End;End;2016-04-04 10:46:39.000;2016-04-04 10:46:39.000;deviant;complete;End
106701;Start;Start;2016-04-03 16:56:04.000;2016-04-03 16:56:04.000;deviant;complete;Start
106701;Traer informacion estudiante - banner;8651;2016-04-03 16:56:04.000;2016-04-03 16:56:04.000;deviant;complete;Traer informacion estudiante - banner
106701;Radicar Solicitud Homologacion;8651;2016-04-03 16:56:10.000;2016-04-03 16:56:10.000;deviant;complete;Radicar Solicitud Homologacion
106701;Validar solicitud;19019;2016-04-03 17:08:08.000;2016-04-03 17:32:22.000;deviant;complete;Validar solicitud
106701;Homologacion por grupo de cursos;19019;2016-04-07 09:14:50.000;2016-04-07 10:13:13.000;deviant;complete;Homologacion por grupo de cursos
106701;Revisar curso;26757;2016-04-07 09:14:50.000;2016-04-07 10:06:36.000;deviant;complete;Revisar curso
106701;Evaluacion curso;26757;2016-04-15 15:00:52.000;2016-04-15 15:08:13.000;deviant;complete;Evaluacion curso
106701;Validar solicitud / pre-homologacion;19019;2016-04-18 12:21:52.000;2016-04-18 12:21:52.000;deviant;complete;Validar solicitud / pre-homologacion
106701;End;End;2016-04-18 12:21:52.000;2016-04-18 12:21:52.000;deviant;complete;End
106702;Start;Start;2016-04-03 17:10:27.000;2016-04-03 17:10:27.000;deviant;complete;Start
106702;Traer informacion estudiante - banner;8651;2016-04-03 17:10:27.000;2016-04-03 17:10:27.000;deviant;complete;Traer informacion estudiante - banner
106702;Radicar Solicitud Homologacion;8651;2016-04-03 17:10:28.000;2016-04-03 17:10:28.000;deviant;complete;Radicar Solicitud Homologacion
106702;Validar solicitud;19019;2016-04-03 17:25:31.000;2016-04-03 17:29:31.000;deviant;complete;Validar solicitud
106702;Homologacion por grupo de cursos;8651;2016-04-04 14:29:02.000;2016-04-04 15:49:02.000;deviant;complete;Homologacion por grupo de cursos
106702;Revisar curso;19019;2016-04-04 14:29:03.000;2016-04-04 14:29:03.000;deviant;complete;Revisar curso
106702;Cancelar curso;8651;2016-04-04 14:29:04.000;2016-04-04 15:49:04.000;deviant;complete;Cancelar curso
106702;End;End;2016-04-04 15:49:04.000;2016-04-04 15:49:04.000;deviant;complete;End
106801;Start;Start;2016-04-03 23:13:33.000;2016-04-03 23:13:33.000;deviant;complete;Start
106801;Traer informacion estudiante - banner;7820;2016-04-03 23:13:33.000;2016-04-03 23:13:33.000;deviant;complete;Traer informacion estudiante - banner
106801;Radicar Solicitud Homologacion;7820;2016-04-03 23:13:38.000;2016-04-03 23:16:15.000;deviant;complete;Radicar Solicitud Homologacion
106801;Validar solicitud;19019;2016-04-04 11:37:47.000;2016-04-04 11:47:09.000;deviant;complete;Validar solicitud
106801;Homologacion por grupo de cursos;19019;2016-04-05 14:53:11.000;2016-04-05 16:03:37.000;deviant;complete;Homologacion por grupo de cursos
106801;Revisar curso;26757;2016-04-05 14:53:11.000;2016-04-05 15:58:22.000;deviant;complete;Revisar curso
106801;Validar solicitud / pre-homologacion;19019;2016-04-15 16:00:13.000;2016-04-15 16:05:39.000;deviant;complete;Validar solicitud / pre-homologacion
106801;Evaluacion curso;26757;2016-04-15 16:11:54.000;2016-04-15 16:11:54.000;deviant;complete;Evaluacion curso
106801;End;End;2016-04-15 16:11:54.000;2016-04-15 16:11:54.000;deviant;complete;End
106802;Start;Start;2016-04-03 23:14:30.000;2016-04-03 23:14:30.000;deviant;complete;Start
106802;Traer informacion estudiante - banner;7820;2016-04-03 23:14:30.000;2016-04-03 23:14:30.000;deviant;complete;Traer informacion estudiante - banner
106802;Radicar Solicitud Homologacion;7820;2016-04-03 23:14:31.000;2016-04-03 23:17:12.000;deviant;complete;Radicar Solicitud Homologacion
106802;Validar solicitud;19019;2016-04-04 11:41:48.000;2016-04-04 11:51:06.000;deviant;complete;Validar solicitud
106802;Homologacion por grupo de cursos;19019;2016-04-05 14:54:07.000;2016-04-05 16:04:44.000;deviant;complete;Homologacion por grupo de cursos
106802;Revisar curso;26757;2016-04-05 14:54:07.000;2016-04-05 15:59:25.000;deviant;complete;Revisar curso
106802;Evaluacion curso;26757;2016-04-15 16:18:32.000;2016-04-15 16:24:34.000;deviant;complete;Evaluacion curso
106802;Validar solicitud / pre-homologacion;19019;2016-04-18 12:20:42.000;2016-04-18 12:20:42.000;deviant;complete;Validar solicitud / pre-homologacion
106802;End;End;2016-04-18 12:20:42.000;2016-04-18 12:20:42.000;deviant;complete;End
106851;Start;Start;2016-04-03 23:09:09.000;2016-04-03 23:09:09.000;regular;complete;Start
106851;Traer informacion estudiante - banner;22829;2016-04-03 23:09:09.000;2016-04-03 23:09:09.000;regular;complete;Traer informacion estudiante - banner
106851;Radicar Solicitud Homologacion;22829;2016-04-03 23:09:13.000;2016-04-03 23:11:56.000;regular;complete;Radicar Solicitud Homologacion
106851;Validar solicitud;22475;2016-04-04 11:43:24.000;2016-04-04 11:44:24.000;regular;complete;Validar solicitud
106851;Homologacion por grupo de cursos;1343;2016-04-04 12:44:16.000;2016-04-04 17:07:39.000;regular;complete;Homologacion por grupo de cursos
106851;Revisar curso;22534;2016-04-04 12:44:17.000;2016-04-04 15:08:32.000;regular;complete;Revisar curso
106851;Evaluacion curso;22534;2016-04-28 14:42:52.000;2016-04-28 15:01:09.000;regular;complete;Evaluacion curso
106851;Visto Bueno Cierre Proceso;1343;2016-05-02 15:18:46.000;2016-05-02 17:01:34.000;regular;complete;Visto Bueno Cierre Proceso
106851;Validacion final;22475;2016-05-02 17:17:14.000;2016-05-02 17:17:14.000;regular;complete;Validacion final
106851;Transferir Creditos;1343;2016-05-20 12:07:28.000;2016-05-20 12:07:28.000;regular;complete;Transferir Creditos
106851;Transferir creditos homologables;1343;2016-05-20 12:07:28.000;2016-05-20 12:07:28.000;regular;complete;Transferir creditos homologables
106851;End;End;2016-05-20 12:07:28.000;2016-05-20 12:07:28.000;regular;complete;End
106953;Start;Start;2016-04-04 09:04:01.000;2016-04-04 09:04:01.000;deviant;complete;Start
106953;Traer informacion estudiante - banner;7573;2016-04-04 09:04:01.000;2016-04-04 09:04:01.000;deviant;complete;Traer informacion estudiante - banner
106953;Radicar Solicitud Homologacion;7573;2016-04-04 09:04:02.000;2016-04-04 09:04:06.000;deviant;complete;Radicar Solicitud Homologacion
106953;Validar solicitud;241;2016-04-04 09:08:06.000;2016-04-04 09:44:01.000;deviant;complete;Validar solicitud
106953;Homologacion por grupo de cursos;7573;2016-04-08 15:03:55.000;2016-04-08 17:16:15.000;deviant;complete;Homologacion por grupo de cursos
106953;Revisar curso;241;2016-04-08 15:03:55.000;2016-04-08 16:10:39.000;deviant;complete;Revisar curso
106953;Cancelar curso;7573;2016-04-08 15:03:55.000;2016-04-08 17:16:15.000;deviant;complete;Cancelar curso
106953;End;End;2016-04-08 17:16:15.000;2016-04-08 17:16:15.000;deviant;complete;End
106954;Start;Start;2016-04-04 09:09:13.000;2016-04-04 09:09:13.000;deviant;complete;Start
106954;Traer informacion estudiante - banner;7573;2016-04-04 09:09:13.000;2016-04-04 09:09:13.000;deviant;complete;Traer informacion estudiante - banner
106954;Radicar Solicitud Homologacion;7573;2016-04-04 09:09:14.000;2016-04-04 09:09:18.000;deviant;complete;Radicar Solicitud Homologacion
106954;Cancelar Solicitud;241;2016-04-04 09:13:14.000;2016-04-04 09:33:49.000;deviant;complete;Cancelar Solicitud
106954;Notificacion estudiante cancelacion soli;241;2016-04-06 15:48:54.000;2016-04-06 15:48:54.000;deviant;complete;Notificacion estudiante cancelacion soli
106954;End;End;2016-04-06 15:48:54.000;2016-04-06 15:48:54.000;deviant;complete;End
107003;Start;Start;2016-04-04 11:43:48.000;2016-04-04 11:43:48.000;deviant;complete;Start
107003;Traer informacion estudiante - banner;22829;2016-04-04 11:43:48.000;2016-04-04 11:43:48.000;deviant;complete;Traer informacion estudiante - banner
107003;Radicar Solicitud Homologacion;22829;2016-04-04 11:43:50.000;2016-04-04 11:43:55.000;deviant;complete;Radicar Solicitud Homologacion
107003;Cancelar Solicitud;22829;2016-04-04 11:49:28.000;2016-04-04 12:56:46.000;deviant;complete;Cancelar Solicitud
107003;Validar solicitud;22475;2016-04-04 11:49:28.000;2016-04-04 11:50:18.000;deviant;complete;Validar solicitud
107003;Revisar curso;49;2016-04-04 12:39:51.000;2016-04-04 12:55:13.000;deviant;complete;Revisar curso
107003;Notificacion estudiante cancelacion soli;22829;2016-04-14 17:07:51.000;2016-04-14 17:07:51.000;deviant;complete;Notificacion estudiante cancelacion soli
107003;End;End;2016-04-14 17:07:51.000;2016-04-14 17:07:51.000;deviant;complete;End
107004;Start;Start;2016-04-04 11:50:08.000;2016-04-04 11:50:08.000;deviant;complete;Start
107004;Traer informacion estudiante - banner;22829;2016-04-04 11:50:08.000;2016-04-04 11:50:08.000;deviant;complete;Traer informacion estudiante - banner
107004;Radicar Solicitud Homologacion;22829;2016-04-04 11:50:11.000;2016-04-04 11:50:21.000;deviant;complete;Radicar Solicitud Homologacion
107004;Cancelar Solicitud;22475;2016-04-04 12:00:28.000;2016-04-04 12:01:05.000;deviant;complete;Cancelar Solicitud
107004;Notificacion estudiante cancelacion soli;22475;2016-04-04 12:38:08.000;2016-04-04 12:38:08.000;deviant;complete;Notificacion estudiante cancelacion soli
107004;End;End;2016-04-04 12:38:08.000;2016-04-04 12:38:08.000;deviant;complete;End
107006;Start;Start;2016-04-04 12:05:02.000;2016-04-04 12:05:02.000;regular;complete;Start
107006;Traer informacion estudiante - banner;22829;2016-04-04 12:05:02.000;2016-04-04 12:05:02.000;regular;complete;Traer informacion estudiante - banner
107006;Radicar Solicitud Homologacion;22829;2016-04-04 12:05:03.000;2016-04-04 12:05:54.000;regular;complete;Radicar Solicitud Homologacion
107006;Homologacion por grupo de cursos;1343;2016-04-04 12:34:08.000;2016-04-04 16:57:40.000;regular;complete;Homologacion por grupo de cursos
107006;Revisar curso;669;2016-04-04 12:34:09.000;2016-04-04 12:36:43.000;regular;complete;Revisar curso
107006;Revisar curso;26757;2016-04-04 12:34:10.000;2016-04-04 13:46:34.000;regular;complete;Revisar curso
107006;Validar solicitud;22475;2016-04-04 12:56:06.000;2016-04-04 12:56:06.000;regular;complete;Validar solicitud
107006;Evaluacion curso;669;2016-04-04 17:07:30.000;2016-04-04 17:07:31.000;regular;complete;Evaluacion curso
107006;Validacion final;22475;2016-04-04 17:08:50.000;2016-04-04 17:08:56.000;regular;complete;Validacion final
107006;Visto Bueno Cierre Proceso;1343;2016-04-04 17:15:39.000;2016-04-04 18:24:53.000;regular;complete;Visto Bueno Cierre Proceso
107006;Transferir Creditos;1343;2016-04-15 12:29:44.000;2016-04-15 12:29:44.000;regular;complete;Transferir Creditos
107006;Transferir creditos homologables;1343;2016-04-15 12:29:44.000;2016-04-15 12:29:44.000;regular;complete;Transferir creditos homologables
107006;Evaluacion curso;26757;2016-04-15 14:42:50.000;2016-04-15 14:43:20.000;regular;complete;Evaluacion curso
107006;Validacion final;22475;2016-04-15 15:30:22.000;2016-04-15 15:33:51.000;regular;complete;Validacion final
107006;Visto Bueno Cierre Proceso;1343;2016-04-18 08:44:05.000;2016-04-18 11:51:11.000;regular;complete;Visto Bueno Cierre Proceso
107006;Transferir Creditos;1343;2016-05-20 12:07:06.000;2016-05-20 12:07:06.000;regular;complete;Transferir Creditos
107006;End;End;2016-05-20 12:07:06.000;2016-05-20 12:07:06.000;regular;complete;End
107007;Start;Start;2016-04-04 12:57:20.000;2016-04-04 12:57:20.000;regular;complete;Start
107007;Traer informacion estudiante - banner;8744;2016-04-04 12:57:20.000;2016-04-04 12:57:20.000;regular;complete;Traer informacion estudiante - banner
107007;Radicar Solicitud Homologacion;8744;2016-04-04 12:57:24.000;2016-04-04 12:57:26.000;regular;complete;Radicar Solicitud Homologacion
107007;Validar solicitud;677;2016-04-04 13:34:14.000;2016-04-04 13:51:33.000;regular;complete;Validar solicitud
107007;Homologacion por grupo de cursos;3445;2016-04-06 16:19:21.000;2016-04-06 17:20:52.000;regular;complete;Homologacion por grupo de cursos
107007;Revisar curso;26757;2016-04-06 16:19:21.000;2016-04-06 17:14:01.000;regular;complete;Revisar curso
107007;Evaluacion curso;26757;2016-04-15 14:55:27.000;2016-04-15 14:55:56.000;regular;complete;Evaluacion curso
107007;Validacion final;677;2016-04-15 15:29:22.000;2016-04-15 15:33:40.000;regular;complete;Validacion final
107007;Visto Bueno Cierre Proceso;3445;2016-04-18 09:47:36.000;2016-04-18 09:49:38.000;regular;complete;Visto Bueno Cierre Proceso
107007;Transferir Creditos;3445;2016-04-18 11:50:27.000;2016-04-18 11:50:27.000;regular;complete;Transferir Creditos
107007;Transferir creditos homologables;3445;2016-04-18 11:50:27.000;2016-04-18 11:50:27.000;regular;complete;Transferir creditos homologables
107007;End;End;2016-04-18 11:50:27.000;2016-04-18 11:50:27.000;regular;complete;End
107051;Start;Start;2016-04-04 09:53:29.000;2016-04-04 09:53:29.000;deviant;complete;Start
107051;Traer informacion estudiante - banner;11509;2016-04-04 09:53:29.000;2016-04-04 09:53:29.000;deviant;complete;Traer informacion estudiante - banner
107051;Radicar Solicitud Homologacion;11509;2016-04-04 09:53:32.000;2016-04-04 09:53:36.000;deviant;complete;Radicar Solicitud Homologacion
107051;Notificacion estudiante cancelacion soli;1;2016-04-12 18:22:12.000;2016-04-12 18:22:12.000;deviant;complete;Notificacion estudiante cancelacion soli
107051;End;End;2016-04-12 18:22:12.000;2016-04-12 18:22:12.000;deviant;complete;End
107101;Start;Start;2016-04-04 12:04:37.000;2016-04-04 12:04:37.000;deviant;complete;Start
107101;Traer informacion estudiante - banner;7820;2016-04-04 12:04:37.000;2016-04-04 12:04:37.000;deviant;complete;Traer informacion estudiante - banner
107101;Radicar Solicitud Homologacion;7820;2016-04-04 12:04:44.000;2016-04-04 12:04:47.000;deviant;complete;Radicar Solicitud Homologacion
107101;Validar solicitud;19019;2016-04-04 12:08:26.000;2016-04-04 12:29:33.000;deviant;complete;Validar solicitud
107101;Homologacion por grupo de cursos;19019;2016-04-07 09:15:52.000;2016-04-07 10:14:14.000;deviant;complete;Homologacion por grupo de cursos
107101;Revisar curso;26757;2016-04-07 09:15:52.000;2016-04-07 10:07:38.000;deviant;complete;Revisar curso
107101;Evaluacion curso;26757;2016-04-15 15:02:01.000;2016-04-15 15:09:20.000;deviant;complete;Evaluacion curso
107101;Validar solicitud / pre-homologacion;19019;2016-04-18 12:21:33.000;2016-04-18 12:21:33.000;deviant;complete;Validar solicitud / pre-homologacion
107101;End;End;2016-04-18 12:21:33.000;2016-04-18 12:21:33.000;deviant;complete;End
107102;Start;Start;2016-04-04 12:09:06.000;2016-04-04 12:09:06.000;deviant;complete;Start
107102;Traer informacion estudiante - banner;7820;2016-04-04 12:09:06.000;2016-04-04 12:09:06.000;deviant;complete;Traer informacion estudiante - banner
107102;Radicar Solicitud Homologacion;7820;2016-04-04 12:09:07.000;2016-04-04 12:09:12.000;deviant;complete;Radicar Solicitud Homologacion
107102;Validar solicitud;19019;2016-04-04 12:14:31.000;2016-04-04 12:35:34.000;deviant;complete;Validar solicitud
107102;Homologacion por grupo de cursos;19019;2016-04-07 09:17:52.000;2016-04-07 10:16:12.000;deviant;complete;Homologacion por grupo de cursos
107102;Revisar curso;26757;2016-04-07 09:17:52.000;2016-04-07 10:09:37.000;deviant;complete;Revisar curso
107102;Evaluacion curso;26757;2016-04-15 15:03:07.000;2016-04-15 15:10:25.000;deviant;complete;Evaluacion curso
107102;Validar solicitud / pre-homologacion;19019;2016-04-18 12:21:18.000;2016-04-18 12:21:18.000;deviant;complete;Validar solicitud / pre-homologacion
107102;End;End;2016-04-18 12:21:18.000;2016-04-18 12:21:18.000;deviant;complete;End
107103;Start;Start;2016-04-04 12:14:48.000;2016-04-04 12:14:48.000;deviant;complete;Start
107103;Traer informacion estudiante - banner;7820;2016-04-04 12:14:48.000;2016-04-04 12:14:48.000;deviant;complete;Traer informacion estudiante - banner
107103;Radicar Solicitud Homologacion;7820;2016-04-04 12:14:51.000;2016-04-04 12:14:53.000;deviant;complete;Radicar Solicitud Homologacion
107103;Validar solicitud;19019;2016-04-04 12:17:02.000;2016-04-04 12:38:03.000;deviant;complete;Validar solicitud
107103;Homologacion por grupo de cursos;19019;2016-04-07 09:19:02.000;2016-04-07 10:17:20.000;deviant;complete;Homologacion por grupo de cursos
